reviewContent,label,rating
"bagaimana nih lazada saya lihat iklannya flashdisk tapi yang dikirim kok malah flashdrive,,,,mohon penjelasannya,,barang sudah saya buka.....saya baru kali ini kecewa",negative,1
"barang nya bagus, dua hari sudah sampai..",positive,5
sudah 4 saya beli mantap...pelayanan garansi juga cepat...pertahankan cooca untuk perawatan nya...,positive,5
barangkali tidak berfungsi. dinyalakan tidak bisa hidup. mohon untuk pengembaloan saja,negative,3
Barang sih oke bagus. Tapi saya sangat kecewa karena yang tertera di atas + adapter tapi ini flashdisknya diang yang datang.,positive,5
"produk bagus, hanya saja packing cuma pakai bublewrap tidak packing kayu",negative,3
"barang sudah diterima. Sayangnya, cuman dibungkus kertas, tanpa bubble wrap....",positive,5
"bagus sih,body ringan banget.  Copy paste supercepat.  cuma cepat overheat,  kalo sudah overheat jadi enggak kbaca storage flashdisknya.",negative,3
"Barang bagus keren,packing sangat rapi .tq lazada",positive,5
"saya sangat kecewa sekali teryata yang dikirim barang palsu...,flashdisknya tidak bisa dipakai...",negative,1
good...........,positive,5
"produk bagus, mudah dioperasikan.terima kasih!",positive,5
"saya belum terima barang sampai sekarang, saya order dari tanggal 12 desember, tapi saya sudah dapat email kalo barang sudah diterima padahal brng belum saya terima. Bagaimana ini??? Tlng cek ke expedisinya. saya kecewa sekali",negative,1
packingnya rapi .,positive,5
Barang bagus dan memuaskan.. pengirimannya saja agak lambat sedikit.. kalo bisa pemberitahuan pengiriman barang diupdate terus sudah sampai mananya..? Biar konsumen tidak gelisah menunggu.. thanks lazada,negative,3
"Barangnya enggak bisa di pakai, padahal sudah di format ulang..",negative,2
"produk sudah saya terima,tapi sayang pesanannya tidak sesuai dengan yang diharapkan.port otg untuk ke HP nya patah pas dibuka kemasannya.",negative,1
kecewa fledis 5 bj enggak ada yang bisa di pakai. pas ada yang belik dan cek rusak semua.,negative,1
Mantaaaaaaap mendarat dengan selamat,positive,5
Mantap. Walau pengirimannya lambat.!jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!,positive,5
josh,positive,5
"produk sampai dengan cepat, packing rapi banget, speed transfer data cepat, semoga awet",positive,5
Mantap banget!jempol_ke_atas!,positive,5
"saya order tanggal 28 juni '16 dengan pengiriman standar tapi sampai sekarang bareng belum sampai,, jadi maaf bintang 1 dulu",negative,1
"barang ok ,packing ok,pengiriman juga ok",positive,5
barang enggak bisa hidup saya coba dicas panas mohon lazada seller yang enggak berkualitas seperti ini pecat saja,negative,1
puas banget pokonya...tapi belum di coba buat di setel sih,positive,5
mantap barang orisinal,positive,5
"bagus pengiriman ok, lumayan lama tapi good lah",positive,5
"Saya kemarin beli ini tapi mengapa pouch yang dikirim tidak sesui di deskripsi yang pouch wd, tapi enggak apa-apa wong wes kadung (orang sudah terlanjur)",negative,3
Ke madura cuma sehari. Kaget. Barang bagus. Semoga awet,positive,5
"Kualitas sangat baik, pengiriman cepat",positive,5
"Ketika barang datang, masih di luar kota. 2 minggubkemudian baru cek barang. Dari awal muncul pertanyaan karena di pembungkusnya sendiri tulisannya toshiba kapasitas 8 GB, sedangkan di Flashdisk memang tertulis 64 GB. Setelah dicoba untuk kopi file, ternyata banyak yang failed. Dan yang berhasil dikopi ternyata juga tidak dapat dibuka. Sepertinya ini hanyalah produk gagal buatan OEM yang dibuat asal-asalan untuk dijual murah. Dan pihak toko terlanjur membeli dalam jumlah banyak kemudian berusaha menjual dengan segala cara.",negative,1
mantab,positive,5
barang sampai dengan aman.pengiriman cepat.,positive,5
jos barang nya  .. cepat sampai,positive,5
"Barang bagus, ful fungsi, packing mantap tapi pengirimannya lama. Mungkin karena flash sale. 5 bintang kalo pengirimannya cepat",positive,4
kemasan dan tampilan bagus tapi fitur auto of tidak berfungsi,negative,3
terima kasih LAZADA untuk discountnya,positive,5
ok bi,positive,5
brang sudah saya terima tapi kenapa gambar nya enggak cerah malah buram,negative,1
"flashdisk enggak beres. ngetes copy film dari laptop ke fd terus pindahin ke laptop lain, itu film jadi eror. padahal play di laptop yang pertama, enggak ada masalah. coba beberapa film sama semua begitu. kecewa lah",negative,1
packingnya agar lebih rapi lagi dan wrapingnya di membanyaki,positive,4
"barang sesuai pesanan, cepat sampai.tks",positive,5
Baru dipakai beberapa hari sudah rusak + pengirimannya lama,negative,1
"terima kasih..  sempat was"" takut rusak pas pengiriman..  tapi ternyata barang sampai dengan selamat + tepat waktu..  maaf baru bisa ulas...",positive,5
Barang Ok.. tapi isi enggak sampai 64gb cuma 58.4gb..,negative,3
"overal lancar semua,topcer dengan harga dbawah yang lainnya n proses pengiriman juga cepat.thanks lazada,cooca,ninja.",positive,5
jelek sangat kecewa,negative,1
laptop nya sudah diterima maaf baru komentar setelah sekian lama,positive,5
Apakah ada garansi nasional dari Lenovo? Dan kalau saya beli apakah ada nota pembelian untuk klaim garansi? Thx lu,negative,1
"Barang okeh, pengirimannya cepat.. tapi fre pounch dan pengin nya enggak dikasih. Didalam kardus hanya ada harddisk saja. tapi Alhamdulillah komplain langsung ke Lazada direspon dengan sangat cepat. Terima kasih.. ""Fre Pounch n pengin nya dapat?"" kagak... Diganti voucher saja... :di",negative,3
Saya mau uang saya dikembalikan !,negative,1
"bagus,sesuai yang ditawarkan",positive,5
"Barang sesuai ekspektasi, semoga awet",positive,5
"Barangnya sampai dengan Selamat, Packingnya lumayan & barangnya berfungsi sesuai yang diharapkan,, mantap !jempol_ke_atas!",positive,5
"Barang sudah sampai dalam kondisi baik, lebih cepat dari perkiraan waktu kirim, sejauh ini tidak ada masalah, terima kasih seller dan lazada",positive,5
"Kurang pas untuk flash disk Ujung nya bukan sih, tapi untuk i phone",negative,1
barang sudah tiba.terima kasih lazada,positive,5
barang original masih segel !jempol_ke_atas!,positive,5
"pengiriman kurang cepat, dan barang belum di coba, semoga awet",positive,5
Sudah di terima. Terimakasih. cepat banget sampainya.,positive,5
Untuk orderan ke 3 layarnya pecah. Sudah saya proses pengembalian barang.,positive,5
"Pengiriman lmyan lama, pesan dua, otg yang satu jalan yang satu enggak :(",positive,5
Barang oke termurah dibandingkan yang lain. Cuma pengiriman lama sampai 3 minggu lebih....padahal barang mau dipakai cepat. Komplain lewat LiveChat sampai 3x jawabannya standar akan ditindaklanjuti. Komplain terakhir lewat CS FanPage FB jawaban sama tapi besoknya barang langsung dikirim.,negative,2
Barng nya ok dan saya puas. Tapi ada.saya satu tak puas.ketika beli baju cauple gues warna kuning beda ukuran beda bahan beda warna,positive,4
enggak orisinal,negative,1
hardisk saya beli di desember 2018 dan jarang sekali dipakai. baru smlam saya mau pakai lagi tetapi tidak terdetect di komputer . apakah garansinya bisa dipakai? dan bagaimana cara pemakaian garansinya?,positive,4
Barang sesuai deskripsi dan sesuai pesanan. Semoga awet.,positive,5
"barang sudah diterima bagus, packing aman. respon cepat. kalo ada diskon lagi, pasti saya recommend ke kawan deh",positive,4
Terimakasih barangnya sampai dengan selamat !wajah_gembira_dengan_mata_bahagia!,positive,5
beli beberapa tahun lalu.. tiba-tiba servis.. pas dilihat isinya toshiba barang bagus sih.. tapi buat penyimpanan jangka waktu tahunan.. sangat tidak disarankan,negative,3
"gan saya order 2 tv,  baru sampai tadi siang jam 1an,  saya pulang kerja jam 5 terus saya buka 2 tv teryata 1 tv retak parah,  padahal dipacking kayu,  apa digudang sana kirim sudah dicek benar-benar???  1 tv nya lcd aman,  jadi bagaimana proses pergantiannya gan?",negative,1
barang nya bagus sesuai dengan yang saya mau,negative,2
mantap.....pengiriman super cepat,positive,5
"bagus, sesuai perkiraan. kalaupun ada sedikit yang kurang, maklum, namanya juga second. semoga awet",positive,4
Mahal.. enggak bisa cancel cod. malas belanja di lazada. Mendingan belanja di Bukalapak murah dan enggak ribet. Menang COD doang lazada,negative,1
ok barang sudah sampai. thank.,positive,5
Pengiriman sangat lambat sehingga begitu sampai ada cacat saya sudah tidak bisa complain,negative,1
rusak ... sim cartnya rusak enggak bisa di pakai... meminta ganti dong... !wajah_materialistis!,negative,1
mantap gan,positive,4
kecewA,negative,1
"Barang tiba dengan mulus, sesuai estimasi waktu yang diberikan, kualitas bagus, gambar jernih, pengiriman area Bandung, overal puas.",positive,5
"Sangat memuaskan, cepat dan tepat",positive,5
File tidak bisa diakses.,negative,1
Yang lain sudah oke..  Tinggal warnanya yang belum oke..  Yang dikirim banyak warna silver nya padahal meminta warna beda-beda jangan satu warna saja..  Handdeeeh...,positive,4
tidak bisa ketv,negative,1
Pesan dari tanggal 28 november 2017 sampai sekarang tanggal 5 desember 2017 barang belum datang juga payah sangat kecewa :(,negative,2
"Saya beli waktu 11.11, jadi dapat murah fre ongkir dan gratis soundbar Samsung. Kualitas TV oke.. sesuai yang di RTINGS [dot] com. Cuman konektivitasnya input minim, cuma ada 2 HDMI, 1 USB, 1 antena, 1 LAN (& WiFi), output 1 port optical. Paket dikirim via JNE Trucking jadi agak lama, sekitar 10 hari sampai. Packaging bagus, dikasih box kayu.",positive,5
mantaaaap,positive,5
"suka, harga murah tapi enggak murahan, terima kasih lazada",positive,5
"TV keren banget, dicolokin listrik baru hidup memang teknologi berkelas. Agak kecewa karena pengiriman barang pakai becak terus packingnya jelek, cuman dikasih kerdus kecap jadi tv nya rasanya manis malah dimakan anak saya, sekarang tvnua tinggal separoh. terima kasih kecapnya lazada",positive,5
flasdisk nya kgk bisa di gunain,negative,1
Mantap brng ok,positive,5
"Barang sesuai description, pengiriman cepat, HD sudah di chek masih baru segel Seagate, Semoga tahan lama.",positive,5
"nice banget ini .. sesuai gambar dan diskripsi, pengiriman juga cepat pesan dan bayar tanggal 11 hari ini tanggal 13 sampai .. recommanded banget lah .. enggak menyesal juga .. barang dipacking pakai bubble warp saja. tapi untung tetap aman dan selamat sampai tujuan .",positive,5
"Pesan tanggal 13 desember 2017.. setelah ditunggu-tunggu akhirnya sampai juga tanggal 23 desember 2017 Pengiriman memang lama TV nya OK... coba kalo pengiriman cepat, saya kasih rating 5.. tingkatkan kualitas pelayanannya..",negative,2
"Saya sudah order bang, jangan sampai mengecewakan pelanggan diharapkan barang tidak rusak Dan masih baru,  ini bintangnya saya kasih tiga dulu kalau barangnya sudah nyampai Dan sesuai, barang tidak rusak/lecet baru saya kasih Lima bintang",negative,3
Mantap gan,positive,5
terima kasih semoga anak saya suka biar enggak main hp terus,positive,5
order warna hitam dikirim warna merah,negative,3
Saya menerima pouch ukuran 3.5 bukan 2.5. Kecewa...,negative,1
"barang nya bagus, memuaskan , pengiriman nya cepat kurirnya ramah.",positive,5
Mantap,positive,5
"Alhamdulillah barangnya sudah sampai dengan selamat,Flashdisknya berfungsi normal,Sudah saya coba buat menyimpan lagu-lagu mp4.Pengiriman cepat dan kurirnya juga ramah & Asik. Terima Kasih Banyak Bintang merah store & Lazada...Sukses selalu.",positive,5
"produk ok..hanya jasa pengiriman buruk.. dapat pesan pemberitahyan pagi jm 9 bahwa barang akan di kirim saya tunggu sampai jam 4 sore tidak datang2, akhirnya saya inisiatif jemput bola ke tempat jasa pengiriman untuk ambil barang sendiri..",positive,4
"setelah paket di terima dan langsung di coba, overal itu'si good and no problem, serta sesuai pesanan. pesan 2 yang 64gb datang 64gb dan real capasity, thanks!jempol_ke_atas!",positive,5
"Pengiriman cepat, murah, hanya saja ada shadow di tiap pojok layar. nanti tinggal claim ke cooca center. tapi tv ini recommend buat yang sinyal analognya jelek. tinggal pakai antena digital / wifi.",positive,5
pengiriman cepat 2 hari yampai barang alhamdulilah baik terimakasih lazada,positive,5
barang sangat bagus ..  terima kasih samsung and lazada ....,positive,5
"paket tiba di saat hujan deras sekali,,tapi kemasan tetap utuh dan di kemas dengan rapi,thnks lazada & kurir JNE",positive,5
Cukup baik,negative,3
barangnya bagus pengiriman cepat dan barang berfungsi dengan sangat baik .... sangat recomend,positive,5
"untuk keperluan kantor meeting room kecil, sangat bagus, cepat sampai tanpa cacat",positive,5
barang bagus  sesuai dengan yang di infokan. pengiriman sangat cepat.,positive,5
"mantap,, terima kasih lazada,, tv cooca 40"" sudah diterima dengan baik, sudah dicoba bagus.. recommended",positive,5
Produk Bagus Mantap Joz.. mudah mudahan Awet... cuma yang saya sesali Produk dikirim Lama banget... JAKARTA- PALEMBANG 14 Hari... saran Untuk Luar Pulau Jawa enggak Usah pakai Ninja Van... Expedisi Lain saja ..,positive,5
"Beli 3, enggak bisa di pakai 1.",negative,2
pecah belum sempat coba,positive,5
Terimakasih lazada pesanan sampai dengan selamat dan puas tv nya sudah saya pakai dan puas puas deh pokoke,positive,5
"Flasdis sudah saya terima, kemasan biasa cuman diplastik tidak ada dus pabrikan, merk juga tidak jelas. semoga awet, tidak sering error dan bisa menyimpan data2 pekerjaan saya.",negative,3
"order yang 32gb yang di 8gb, kecawa kapok mau blanja di toko ini lagi, orang enggak amanah",negative,1
kecewa...batang enggak bisa dipakai,negative,1
"barang ok, gratis ongkir satu hari harusnya sudah sampai, cuma kurirnya saja gblk. Terimakasih buat lazada dan kurirnya",negative,3
"alhamdulilah memuaskan, semua baik.",positive,5
"mantap, cepat pengiriman terimakasih lazada",positive,5
Beda model,negative,3
good. really nice and fast order,positive,5
Luar biasa pesan sore pagi deh sampai barang original harga kompetitif seler ramah recomended buat yang mencari laptop buat sekolah anak terimakasih seler terimakasih lazada,positive,5
order dari tanggal 18 agustus tapi di kirim tanggal 30 agustus.. cocok di rasa... chating ke CS malah enggak pham ini itu lah amsiong kali ah,negative,1
enggak ada file folder  untuk encripsinya,negative,3
Barang enggak sesuai gambar. Kegedean,negative,1
tidak sesuai dengan gambar 32 GB lakok isi nya cuman 29 GB,negative,2
bagus dan aman,positive,5
"barang cepat sekali sampai. senin pesan, rabu sudah datang. semoga awet!",positive,4
Mantap & awet,negative,1
KURIR NYA NGESOT. PAYAH. ARK BULKY. MENDING JANGAN JADI KURIR saja. PIHAK LAZADA BANTU PUSH BIAR cepat BARANG yang SUDAH DIKIRIM. ARK BOYOT. NGESOT,negative,1
sesuai pesanan paking pakai kayu...mantul,positive,5
"flashdisk nya agak kurang mantap, saat dikoneksikan dengan handphone tidak dapat dibaca",negative,3
maaf  baru mengasih ulasan... tv berfungsi dengan baik mudah-mudahan awet.. sangat recommended.. puas terimakasih LAZADA,positive,5
Pengiriman Cepat... Packing Rapi & Safety... Recommended Seller From LAZADA... Semua Fungsi Normal... Semoga awet kedepannya... terima kasih... !jempol_ke_atas!,positive,5
super mantap betul tv nya.. kualitas nya bagus sekali. barang aman  sampai ke kota bireuen aceh. bareng di packing kayu n bubblewarp lagi.. pkok nya sip deh n puas banget.. thankz lazada n cooca,positive,5
barang ok masih awet sampai sekarang mantap,positive,5
"Kondisi barang masih mulus, baik, tidak cacat, berfungsi sebagai mana mestinya, dan masih tersegel.",positive,5
"Termikasih KENKEZ & LAZADA, Barang sudah sampai dengan cepat, packing ok, barang berkualitas",positive,4
kapasitas flasdisk yang anda kirim tidak sesuai dan juga tidak bisa digunakan,negative,1
produknya sudah sampai...lumayan cepat...tapi sayang windows yang diinstal belum di aktivasi...entah palsu atau asli...tapi mudah-mudahan bukan karena motherboardnya yang diganti ya..!wajah_merenung! dipakai sok far sok good cuma ya itu musti aktivasi windows kalo enggak enggak bisa personalize PC nya...!wajah_merenung!,negative,3
Faskdisk tidak bisa di gunakan. meminta di format terus tapi tidak bisa di format. Saya perlu meminta ganti yang baru. Tukar yang kondisi bisa di pakai dan normal,negative,1
otg ndk supot redmi 3,negative,3
"Barang belum saya terima, tapi noticenya sudah terkirim",negative,2
"Terima kasih, barang sudah diterima dengan baik dan sesuai.",positive,5
original. semoga awet . terimakasih,positive,5
"barang tahi.. enggak suppoort data dipindah malah hilang,komen komen disinibpalsu semua.. produk mengecewakan 100% jangan dibeli..",negative,1
barang bagus sesuai hati ku,positive,5
pengiriman cepat seller dan kurirnya ramah mantaps tapi di dalam dus enggak ada kartu garansinya tapi mudah mudahan awet rekomen deh seller dan lazada ❤❤❤,positive,5
"mantab, barang orisinal, bagus"". cuma packagingnya enggak dikasih bubble wrap, langsung kerdus, takut barangnya kenapa"" begitu !wajah_gembira_dengan_mata_bahagia!!jempol_ke_atas!!oke!",positive,5
Alhamdulillah paket sudah sampai cepat banget,positive,5
Barangnya bohong cuman muat 100mb,negative,1
"barang bagus, packing rapi, pengimannya cepat",positive,5
aduh... edisi salah lihat mengira 64gb ternyata 64mb ... nyeseel banget,negative,1
Warnanya ada yang lain enggak,negative,2
"flashdisk sandisk ok banget ada bonus lagi, terima kasih",positive,5
"Flashdisk bisa digunakan dengan lancar, kapasitas sesuai dengan deskripsi",positive,5
barang sudah di terima pengiriman cepat hanya 2 hari packing rapi...belum di coba sih semoga awet. kurir ramah pokok nya top deh terima kasih lazada...,positive,5
"#curhat Salah satu alasan saya membeli kembali fd adata c008 adalah karena kehebatannya. Kenapa saya katakan hebat ? Karena disaat fd merek lain terkapar tidak bisa diperbaiki karena Kena ""write protect"" adata bisa berfungsi kembali seperti semula dengan software format toolnya. Nah, ketika adata yang dijual di lazada ada diskon, tanpa melewatkan kesempatan saya langsung pesan 1 pcs. Ketika fd adata c008 yang baru saya beli ini rusak kena write protect / tidak terbaca di Explorer pc saya tidak begitu cemas. Karena saya pernah terkena masalah yang sama dan bisa diselesaikan dengan software format tool adata. Tapi, apa yang terjadi ?! Ternyata permasalahan saya tidak bisa diselesaikan. Karena software format tool adata tidak mengenali id flashdisk saya /tidak ada dalam id database ?? Wah, bagaimana ini..?? Saya jadi sedih, karena poin plus yang dulu menjadi pertimbangan saya kembali membeli flashdisk adata ternyata tidak saya temukan lagi .. Tapi saat ini saya masih optimis akan ada penyelesaian terhadap masalah saya ini.  Kenapa ?? Karena saya yakin tentu bukan tanpa sebab Adata berani memberi garansi seumur hidup terhadap produk flashdisknya.  Salam hangat dari saya User Adata !melipat_tangan!!melipat_tangan!!melipat_tangan!",negative,1
"Barang bagus, packing luar dalam sangat rapi. Layar ok, touchscreen pun ok, tapi kemarin di buat cicilan, tampaknya gagal, padahal pada saat buat cicilan di lazada nya sudah OK, tapi ini di tagih ful dari pihak C nya.",negative,3
"Terima Kasih, saya puas",positive,5
"Hai. okay, tadinya gua sebenarnya malas banget menulis nih review, soalnya begitu barang sudah sampai ke gua, kondisi masih baru, ya meskipun gua enggak dapat pouch nya sesuai di gambar, yang seharusnya gua mendapatkan itu. Tapi ya karena barang sudah sampai, dan lebih cepat dari estimasi waktunya (which is good, actually), dan juga barangnya bagus, benar-benar baru (wel, hopefully, mau god be ini my side), dan gua senang banget waktu itu karena ini pertama kalinya gua punya HD External yang bagus, cantik, kapasitas gede. Beautiful. jadinya menurut gua enggak perlu menulis nih review. tapi gua berpikir, kayaknya enggak ada salahnya gua mengasih review, dan karena menurut gua dia pantas menerima review dari gua, karena dia benar-benar tepatin janji nya. A Man of Word. dan jujur awalnya gua berani beli ini karena bisa bayar sistem COD. dan jujur gua takut waktu itu, karena ini lah pertama kali gua shopping online dengan harga diatas 1 juta. tapi sudah enggak perlu cemas lagi. karena barangnya sudah sampai dengan aman. dan Hard Disk nya masih gua pakai sampai sekarang. She'si stil ini my side now, and wil always be. Forever. saran gua sih, buat sang Penjual, The Seller, buat kedepannya, mending apa adanya saja menawari produknya, kalo memang pouch nya cuma bisa mengasih yang model biasa yang murah mah gapapa. Karena yang penting mah barangnya memang bagus, memang benar-benar baru,  itu yang penting. enggak usah menawari dengan fakta yang enggak benar. Itu sudah nipu namanya. oke deh itu saja. buat viewer kedepannya, mungkin gua bakal copas beberapa nih kata-kata gua di sini buat di review yang lain. karena gua capek mengetik panjang2 sebenarnya. Hahahah..  wel, semoga saja gua bakal ngereview lagi, which means gua bakal beli barang lagi, and which means again, gua jadi sukses, banyak rezeki, Getting rich! ahahahah..    amin ya Allah. oke deh, sekian review gua ya. Arigatou ini.   :)",negative,3
barang benar-benar Original,positive,5
fake...enggak bisa dipakai,negative,1
Flasdisk nya di pakai copy data sering kali enggak bisa terekam data nya,negative,3
"Barang bagus , tapi tidak sesuai kenyatanya usb 3.0 tapi Transfer Ratenya kurang dari 130 mbak/si awalaupun lebih dari usb 2.0",negative,3
"Produk sesuai ekspetasi harga bersaing,komplit dan tidak dijual di estore manapun...bravo lazada",positive,5
Transfer speed isn't as fast as what I expected for USB 3.0,negative,2
"kalau saya nyimpan file di flashdisk ini ada yang terbaca ada yang enggak saya heran sama flashdisknya, saya mohon tolong di cek/perbaiki lagi produknya ya, saya kewa sekali dengan membelinya.",negative,2
Ini benaran 48inc kah,negative,3
enggak bisa kebaca dah disimpan pas dibuka di pc lain data nya enggak ada,negative,1
sesuai pesanan...,positive,4
"bagus banget, kepake, enggak rusak juga",positive,5
"Pengiriman cepat, ramah, dan barang packing dengan aman. kemarin malam jam 8 order besok nya jam 10 sudah sampai... Thx Cooca and Lazada",positive,5
tv ok. pengiriman ok dengan jne. sebelumnya pengiriman gagal oleh ninja. saran : ada baiknya pelanggan yang memilih jasa pengiriman jika tidak menggunakan lazada expres. mohon dikirkan kode voucher hooqnya..,positive,5
"sebelumnya saya sudah bilang cek dulu sebelum bareng dikirim, dan apa ternyata layar bagian atas renggang, sprtinya itu juga ada tempelan perekat buat tahanan,",negative,1
"luar biasa ! rekor pembelian elektronik terbesar dan tercepat, baru pesan tadi malam, besok siang sudah di antar , cepat sekali sampai kaget , terima kasih Cooca terima kasih lazada, layanan the best ini",positive,5
"seller ok, tepat waktu. satu usb tidak dikenal win 10 dan win 7. saya cek dengan device manager: yang satu dibaca sebagai ""cicada flash reader usb device"" (ini yang tidak detect)",negative,3
OTG nya tidak berfungsi,negative,3
Mantab pengiriman 5 hari ...ya.. lumayan lah soalnya di bali lagi erupsi enggak agung.. packingnya kayak amplop.. kurirnya sama kayak bisanya baik..,positive,5
kulaitas bagus.cuma kecewa sama pengiriman nya sangat amat lama..!! thx,negative,3
"pengiriman n packing ok, tapi urutan channel enggak bisa dirubah mungkin karena biasa pegang merek yang berbeda ya.",positive,5
"OK, pengemasan rapi,,tapi belum Di coba",positive,5
"Barang bagus keren fre iya juga bisa di gunakan semua,, terima kasih lazada your the Best",positive,5
"Thanx lazada dan toko palace tech, barang telah diterima, kondisi baik, packingny rapi dan aman,..pkokny puas, sip deh",positive,5
"ini pas dinyalain kok enggak langsung bisa dipakai ya,belum di instal windows nya juga jadi enggak mengerti harus diapakan",negative,1
"Beli 2, eh malah shortcut, pokoknya kecewa banget",negative,1
barang enggak bisa digunakan,negative,1
barang bagus harga bagus,positive,5
"Flashdisk kau, enggak bisa dipakai.. tiap copy fildm jadi corupt",negative,1
Barang cepat diterima dan dalam keadaan baik. Recommended Seller,positive,5
"barang bagus,murah juga, sesuai deskripsi juga, dapat poch nya dan struk pembelian..packing sangat rapi dan pengiriman produk sangat cepat, recommend banget",positive,5
barangnya sesuai pesanan tapi pengiriman agak lambat,negative,3
thanks barang cepat datang  bagus ...gambarnya bagus.. good!,positive,5
"Tanks Lazada, Kenkez n DeliveryBoy Lazada yang cekatan. sesuai dengan pesanan n proses yang cepat sampai barang ane terima . next pasti ane order lagi .. sukses selalu Lazada dan Distributor Kenkez NICE SERVICE !!!",positive,4
layar nya ada goresan...enggak tau dari mana terus harus tukar ke mana..,negative,2
cooca murah meriah tapi bagus,positive,5
"mungkin 1 juta orang di luar sana belum tentu dapat flash sale pada saat waktu telah habis,dan beruntung saya masih dapat linknya,,hehe..akhirnya Tv impian saya mendarat dengan selamat,Terimakasih Cooca dan CS lazada yang sangat membantu",positive,5
"Kapasitas enggak bohong, cuma kecepatan enggak sesuai dengan ulasan produk. Meskipun lelet dalam hal copy file besar.  Belum dicoba isi file sampai maksimalnya.  Semoga awet. Sebelumnya pesan 5, tapi 1 otg nya enggak fungsi, untungnya usb nya masih fungsi jadi pakai otg tambahan lagi.  Mohon kiranya barang diperiksa sebelum dikirim.",positive,4
barang cepat rusak dan tidak terpakai,negative,1
dua buah flasdisk nya sudah diterima dengan baik..terima kasih,positive,5
Kurang Puas Juga Cara pakai nya Biasa nya ada Kasih Bonus MemoryCard dari Bawaan Dan Tempat nya Sudah Heran,negative,1
pengiriman lama banget.,negative,3
"barang ok, packing rapi",positive,5
"Ya harga menyesuaikan kualitas,  mohon barang ini dicek lagi sebelum dikirim... kasihan yang beli kalo hanya jadi gantungan kunci",negative,1
"Terima kasih barangnya sudah sampai, pakingnya mantap, pokoknya super keren, dan semoga awet ...",positive,5
"respon seller bagus sekali.responsif, sangat membantu,packing barang baguus...kualitas produk.keren..gambarnya benar-benar kuaiitas 4K...puuaas.",positive,5
thank lu karena aku suka banget benaran 32gb dan datangnya kukira lama ternyata lebih awal datangnya dari tanggal yang ditentuin,positive,5
Seller Ramah dan Cocok sesuai yang ditawarkan,positive,5
mantap gan orisinal dan pastinya awet +kecepatan nyalinnya file2 gede juga cepat,positive,5
"sangat-sangat mengecewakan, enggak rekomended lah beli ini...enggak bisa kebaca filenya...",negative,1
Cara mencicilnya bagaimana?kalau enggak ada kartu kredit,negative,2
enggak dapat kabel apa-apa parah,negative,3
Led tv nya mendarat dengan selamat. terimakasih Cooca n Lazada. Ini belanja ke 2 di cooca dan sudah 3 unit yang dibeli selalu puas.,positive,5
"Packing rapi, bagus. Terimakasih",positive,5
tv Android sudah diterima .....semoga bisa bertungsi dengan baik.Hadiah braketnya kok indak ada ya.,positive,5
Atas nama jaya Fajarot,negative,1
terima kasih lazada...sandisk'ya enggak mengecewakan bagus deh pokok'ya,positive,5
"Pengirimannya cepat banget, barang bagus sesuai deskripsi, semua berfungsi dengan baik, puas pokoknya deh",positive,5
Lemot banget!!!! Nyesal beli 2skligus,negative,1
"MOHON MAAF KEPADA PIHAK LAZADA TERKAIT KARTU VIP CARDNYA SUDAH KETEMU, TERNYATA DI  MASUKAN KEDALAM AMPLOP DAN TERTEMPEL DI SAMPING DUSNYA TV LAYAR BAGUS TERANG DAN JERNIH SUARA BAGUS HANYA SAJA CUMA ADA  CROMECAST TANPA ADA FITUR MIRACAST TIDAJ ADA PENGATURAN BRIGNES UNTUK SAAT POSISI DI LAYAR MENU ANDROIDNYA , TAPI KALO DI BAGIAN TV dan FILM BRIGNEST BARU BISA MAIN , REMOTE SENSIR NYA KURANG BAIK RESPON REMOT SELAW RESPON  yuk gabung di fb group cooca smart tv 40s5g",positive,5
Kecewa dengan barangnya buat menyimpan file enggak bisa padahal tertera ukuran 64gb tapi enggak bisa buat menyimpan file,negative,1
"sangat layak beli, dengan harga diskonnya. pesan jumat malam, senin siang sudah sampai di rumah di jatim dengan selamat.",positive,5
barang baru saja datang.. ternyata remote tidak berfungsi... dan tidak ada tombol sama sekali di tv nya... alhasil tv enggak bisa nyala sama sekali... saya harus kemana nih nukar remote nya... tolong dibantu ikedo store,negative,2
barang sesuai dengan pesanan anak-anak panti asuhan pada senang. & kurir juga ramah sekali pelayanannya,positive,5
Flasdish nya enggak bisa di pakai..di memasuki file enggak kebaca file nya..kali ini saya kecewa.,negative,1
oke punya boz ku.. always memuaskan,positive,5
"!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih! baru sempat ulas, karena baru plng kerja. REAL PIC, ORIGINAL, PACKING BUBLE WARP SAFETY, PENGIRIMAN cepat. order tanggal 23 malam, tanggal 24 sore paket sudah tiba di rumah !bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!",positive,5
Barang mantap n jernih,positive,5
sip,positive,5
