Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,text,Sentiment,Emotion
Books,Metropop: The Architecture Of Love (Ika Natassa),Jakarta Barat,71400,4.9,174,103,1,Prosesnya dan sampainya lama. Eh datang2 bukunya penyok.,Negative,Anger
Books,Buku Investasi Saham,Jakarta Pusat,250000,4.9,2319,823,2,"Untuk sampulnya, kenapa tidak pakai hard cover saja? Hard cover dilapis soft cover seperti ini, kesannya berantakan. Untuk pembatas bukunya cepat lepas, bahkan pd hari pertama saya baca buku ini",Negative,Sadness
Books,Gravity Falls: Journal 3,Jakarta Timur,315000,4.9,132,78,1,"penjual sangat tidak responsif, pengiriman sangat lama, pengen di cancel awalnya namun karena sudah sangat menginginkannya jadi ya sudahlah.",Negative,Fear
Books,Buku Investasi Saham,Jakarta Pusat,250000,4.9,2319,823,2,"Bukunya asli atau ga sih? Kok kualitas kertas jelek, ga berwarna, lalu ucapan terimakasihnya masa disecarik kertas kecil terpisah gitu, ga dijilid bersamaan. Delivery ok bgt, cepat sampai, respon penjual cepat. Hanya kecewa dengan kualitas barangnya saja dengan harga segitu kualitas jelek.",Negative,Fear
Books,Buku Investasi Saham,Jakarta Pusat,250000,4.9,2319,823,1,Kecewa kali bru beli aja udh lepas halaman pertama . Ntah buku asli atau g nih . Packing jg kurang .,Negative,Sadness
Books,Buku �Cara Mudah Memahami Laporan Keuangan �,Jakarta Pusat,250000,4.9,1990,739,2,"overpriced.. analisanya kurang dalam. kualitas hard cover kurang bagus, .masa begitu sampe lgsg penyok",Negative,Sadness
Books,Buku �Cara Mudah Memahami Laporan Keuangan �,Jakarta Pusat,250000,4.9,1990,739,1,Buku ini belum saya terima ....!,Negative,Fear
Books,Buku �Cara Mudah Memahami Laporan Keuangan �,Jakarta Pusat,250000,4.9,1990,739,2,Kualitas cetakan buku kurang baik,Negative,Sadness
Books,Buku �Cara Mudah Memahami Laporan Keuangan �,Jakarta Pusat,250000,4.9,1990,739,1,"Cetakanya gak bagus sama sekali, gak sesuai harga,,,...",Negative,Sadness
Books,Buku �Cara Mudah Memahami Laporan Keuangan �,Jakarta Pusat,250000,4.9,1990,739,2,Pelayanan ny kurang ramah,Negative,Fear
Books,Buku �Cara Mudah Memahami Laporan Keuangan �,Jakarta Pusat,250000,4.9,1990,739,1,"Produk belum diterima, tetapi status sudah diterima. Pengiriman barangnya gak jelas.",Negative,Fear
Books,buku k3 sistem manajemen keselamatan dan kesehatan kerja k3 soehatman,Kab. Bekasi,54000,4.7,66,31,2,Cetakan buku nya tdk bagus.,Negative,Sadness
Books,Bandarmology vs Teknikal,Kota Tangerang Selatan,64000,4.9,196,118,1,"Ini seller tidak berkualitas.. Jawab lama dan barang yg dikirim tidak semua nya dan bertahap 2 x kirim..BUANG WAKTU NUNGGU.. Padahal sebelum pesan bilang ready stock... Dan ongkos kirim yg dibayar sameday ternyata dikirim berhari2 kemudian... TIDAK RECOMMENDED SELLER, JANGAN BUANG WAKTU ANDA DENGAN SELLER INI",Negative,Fear
Books,Hukum Perseroan Terbatas by Yahya Harahap,Jakarta Pusat,37000,4.3,14,6,2,ada halaman yg hilang,Negative,Fear
Books,Security Analysis versi indonesia by Benjamin Graham,Kota Surabaya,458000,4.1,25,7,1,"Cover buku gak bagus, lem nya kualitas buruk sehingga cover dengan bukunya lepas, kualitas tulisan seperti fotokopi. Tidak rekomended untuk beli di sini...",Negative,Fear
Books,Sejarah Dunia Yang Disembunyikan - Jonathan Black,Jakarta Barat,108000,4.9,462,251,2,Terjemahannya nggak pas,Negative,Sadness
Books,Buku Bisnis Terbaik dijual Online - Business is FUN! by Coach Yohanes,Jakarta Utara,345000,4.9,955,440,3,"Tidak ada pengaman sama sekali, bubblewrap juga gaada",Negative,Anger
Books,Buku Bisnis Terbaik dijual Online - Business is FUN! by Coach Yohanes,Jakarta Utara,345000,4.9,955,440,3,"bukunya original, bagus tidak ada cacat. Sayangnya saja respon dari penjual lama sekali, bahkan tdk di respon.",Negative,Sadness
Books,Technical Analysis For Mega Profit (Hardcover) - Edianto Ong,Kab. Tangerang,225000,4.9,390,214,3,ujung hardcover pada penyok,Negative,Anger
Books,Technical Analysis For Mega Profit (Hardcover) - Edianto Ong,Kab. Tangerang,225000,4.9,390,214,3,sudah nga secepat dan serapi dulu,Negative,Sadness
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,Kab. Tangerang,160000,4.9,416,203,2,ujung buku rusak.. padahal sudah mahal beli buku import,Negative,Sadness
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,Kab. Tangerang,160000,4.9,416,203,2,"pengiriman lambat sekali (4 hari) stok tidak jelas , penjual bingung sendiri apakah stok masih ready atau tidak",Negative,Sadness
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,Kab. Tangerang,160000,4.9,416,203,3,"Kertas daur ulang jadi sedih , ga puas",Negative,Sadness
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,Kab. Tangerang,160000,4.9,416,203,3,Awalnya salah kirim judul dulu jadi lama bolak-balikin yang salah kirim dulu. Semoga kedepannya ga kejadian lagi ya ke customer lain,Negative,Fear
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,Kab. Tangerang,160000,4.9,416,203,4,"Bukunya penyok diujung atas, kebuka dikit plastiknya pas nyampe",Negative,Sadness
Books,Your Name - Shinkai Makoto - Haru,Kota Tangerang Selatan,99900,4.9,211,155,2,"kecewa banget, barang lecet dan ada noda di sampul depan belakang, pengiriman lama banget pake kurir antaraja hih. buat adminnya kalo barang jelek gini jangan dikirim, jadi malas mo baca bukunya",Negative,Sadness
Books,Komik Seri : One Piece ( Eiichiro Oda ),Jakarta Barat,22400,4.9,7178,1018,3,"Lama sekali sampainya, pesan rabu baru hari senin sampai",Negative,Anger
Books,Komik Seri : One Piece ( Eiichiro Oda ),Jakarta Barat,22400,4.9,7178,1018,3,"komiknya ada yg udah kuning kertasnya, stok lama sepertinya",Negative,Fear
Books,"Al-Quran Tajwid Bukhara ukuran A6, Alquran Syaamil saku resleting",Jakarta Selatan,62000,4.9,3638,1353,1,Minta warna coklat dikirim hitam. Bilangnya ready,Negative,Sadness
Books,"Al-Quran Tajwid Bukhara ukuran A6, Alquran Syaamil saku resleting",Jakarta Selatan,62000,4.9,3638,1353,2,kwalitas nya rendah,Negative,Sadness
Books,"Al-Quran Tajwid Bukhara ukuran A6, Alquran Syaamil saku resleting",Jakarta Selatan,62000,4.9,3638,1353,2,"Agak kecewa, pesan biru atau hitam datang yg warna merah",Negative,Sadness
Books,"Al-Quran Tajwid Bukhara ukuran A6, Alquran Syaamil saku resleting",Jakarta Selatan,62000,4.9,3638,1353,3,Pengiriman lama,Negative,Anger
Books,"Al-Quran Tajwid Bukhara ukuran A6, Alquran Syaamil saku resleting",Jakarta Selatan,62000,4.9,3638,1353,3,Lama pengiriman.. atc di hari itu juga tpi gak di kirim2. Beberpa hr dlu br di kirim.,Negative,Anger
Books,Buku Gambar Arsitektur,Jakarta Timur,52000,4.9,2463,674,1,saya mesan dua malah dikirim cuma satu,Negative,Fear
Books,Buku Gambar Arsitektur,Jakarta Timur,52000,4.9,2463,674,2,ada bekas sobek di bagian belakang meskipun itu sobek kecil tapi tatap saja saya sedikit kurang puas terimakasih,Negative,Sadness
Books,Buku Gambar Arsitektur,Jakarta Timur,52000,4.9,2463,674,3,"Pinggiran buku sobek, mungkin karna packagingnya",Negative,Sadness
Books,Buku Gambar Arsitektur,Jakarta Timur,52000,4.9,2463,674,3,Buku gambarnya di gulung alhasil jadi melengkung semua,Negative,Sadness
Books,The Design Thinker Book,Kota Depok,155000,4.9,837,493,2,"material dan packaging nya bagus dan rapih, tapi halaman di bukunya banyak banget yang kebalik2. halaman yg harusnya ada di awal malah ada di akhir buku, jadi ada yang harusnya di tengah buku malah di akhir buku, jadi bacanya pindah pindah, bingung, dan ga nyaman.",Negative,Sadness
Books,Noisy Animals Sound Book with 60 Fantastic Sounds,Jakarta Utara,215000,5.0,1547,824,2,Ad bbrp yang tidak berfungsi,Negative,Fear
Books,Noisy Animals Sound Book with 60 Fantastic Sounds,Jakarta Utara,215000,5.0,1547,824,3,gagang tlp ny patah,Negative,Fear
Books,Noisy Animals Sound Book with 60 Fantastic Sounds,Jakarta Utara,215000,5.0,1547,824,3,"baru beli seminggu yg lalu, cuma pake bentar, pas mau pake lagi uda ga bunyi.",Negative,Sadness
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Jakarta Utara,4000,4.9,44200,2130,1,"Well...10 hari baru sampe, fix pesanan terlama di tokped saya, sobek pula bungkusnya...ok thanks sampai dsini",Negative,Anger
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Jakarta Utara,4000,4.9,44200,2130,2,packingnya ga rapi ada yg ga ketutup jadinya kena hujan sekitar 8 buku rusak:(((,Negative,Sadness
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Jakarta Utara,4000,4.9,44200,2130,2,Beli sabtu sampainya kamis ..lama betul ??,Negative,Anger
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Jakarta Utara,4000,4.9,44200,2130,2,Lagi musim hujan. Tidak dibungkus yang aman dan rapat. Jadi air hujannya masuk,Negative,Sadness
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Jakarta Utara,4000,4.9,44200,2130,2,cepat pwngirima..tp sayanng beli 6 buku tp ada 1 buku yang sebagian halamannya kepotong sehinggaa 1 buku tsbut jd tidak bs dipakaii...sy sudah keburu konfirmasi penerimaan tanpa melihat bukunya dl....stlah konfirmasi dgn penjual alias japri jawaban kurang memuaskan...,Negative,Sadness
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Jakarta Utara,4000,4.9,44200,2130,3,Buku sesuai dgn harganya.. colorfull dan harga ekonimis.. hanya sj ada buku yg bbrp halamannya kosong.. ????.. sprti yg buki zebra..hampir sebagian halaman kosong sis..sy beli 30 buah.. blm semua sy cek sis..,Negative,Sadness
Books,PO - Menu MPASI 911,Jakarta Barat,199000,5.0,2001,810,1,Seller tidak ramah,Negative,Fear
Books,PO - Menu MPASI 912,Jakarta Barat,199000,5.0,2001,810,3,Bukunya kena rembesan minyak. Bungkus bublewrapnya parah banget kena minyaknya sampai isolasinya pada copot. Sebenernya lumayan kecewa sihh..cuma karna memang kena waktu di ekspedisi jd bukan kesalahan seller. Next semoga bungkus bukunya bisa lebih secure lg ??,Negative,Sadness
Books,PO - Menu MPASI 913,Jakarta Barat,199000,5.0,2001,810,3,bukunya sampe di makassar rusak ujungnya. Baru sempat unpack ?? entah cara packing nya kurang tebel or kurirnya bermasalah. Agak ga rela sih.. soalnya bukunya lumayan mahal,Negative,Fear
Books,Buku PANDUAN RESMI TES CPNS CAT 2018/2029 - 2021/2022,Kota Tangerang,195000,4.9,1128,595,1,ada halaman yang hilang. masa dari halaman 84 langsung lompat ke halaman 133. mohon di cek kembali setiap halamannya dong kalo sudah dicetak.,Negative,Sadness
Books,Buku PANDUAN RESMI TES CPNS CAT 2018/2029 - 2021/2023,Kota Tangerang,195000,4.9,1128,595,1,"Konten bukunya banyak yang salah. Materi TWK banyak yang salah, kunci jawabannya juga. Sedih banget padahal buat belajar ??????",Negative,Sadness
Books,Buku PANDUAN RESMI TES CPNS CAT 2018/2029 - 2021/2024,Kota Tangerang,195000,4.9,1128,595,3,"Packing kurang rapih, pinggir buku menjadi rusak",Negative,Sadness
Books,Buku MASTER SUKSES CAT CPNS 2021-2022 UPDATE SUPERLENGKAP HOTS,Jakarta Pusat,135000,4.9,644,404,1,"pelayanan penjual nya jelek, slow respon banget",Negative,Anger
Books,Buku MASTER SUKSES CAT CPNS 2021-2022 UPDATE SUPERLENGKAP HOTS,Jakarta Pusat,135000,4.9,644,404,3,"pengiriman lama, lokasi toko saya di jakarta, ternyata di kirim dari yogyakarta",Negative,Anger
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,1,awal saya chat seller sudah kecewa karena seller sangat tidak ramah. ketika barang datang saya kecewa melihat pengemasan hanya menggunakan kertas bekas 1 lapis dan plastik. buku yg ada di dalam pun dalam kondisi kotor.,Negative,Sadness
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,1,Bukunya cepet rontok lem nya ga kuat,Negative,Fear
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,2,"Review jujur ya. Yg kasih bintang 5 mungkin biar masih dpt garansi kali ya. Buku nya fotokopian nya gk bagus. Dapet cd begini lagi. Kalo mau sekedar ambil buku cliff boleh lah, tapi kalo buat kenyamanan baca mending cari yg lain.",Negative,Sadness
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,2,Tulisannya kayak kopian atau cetakan ulang,Negative,Fear
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,2,"Buku kondisinya kurang baik, ada sobeknya dan juga audio rusak mesti download sendiri.",Negative,Fear
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,2,kondisi buku krg bagus dan ada halaman tdk bs terbaca. Balasan penjual yg seenak jidatnya,Negative,Anger
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,3,"Bagian dalam cover kotor, halaman terakhir kotor, juga packaging kurang aman, jd bagian atas buku agak terlipat",Negative,Sadness
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,3,"Pengemasannya seadanya, lembukunya juga mudah patah. CDnya gak diplastikin diselipin aja dibukunya. Semoga dapat dipebaki yah^-^",Negative,Sadness
Books,Buku Mahir Online Trading Forex Dengan Meta Trader Trading Platform,Kota Tangerang,53200,4.9,668,339,1,"toko tdk kooperatif, pesanan duplikasi di minta cancel tapi tetap saja dikirim. maaf terpaksa saya kasih bintang 1, kwalitas barang biasa saja.",Negative,Fear
Books,Buku Mahir Online Trading Forex Dengan Meta Trader Trading Platform,Kota Tangerang,53200,4.9,668,339,3,"Kertas nya jelek , tinta cetakan ada yang hampir tidak jelas di baca",Negative,Anger
