content,label
"ala cartenya leanding om,tengkyu...beli untuk yang kesekian kali selalu memuaskan...sukses selalu",Positive
lain kali lebih teliti..tolong dicek dulu sebelum barang dikirim jangan sampai salah..pesan nutrilon 3 sebanyak 2 kaleng tapi yang dikirim satunya nutrilon 4.,Negative
sweater nya lumayan. hanya ada sedikit miskomunikasi. Tapi ya sudahlah... Terimakasih ya...,Positive
"barang ok, pengiriman cepat, packing aman",Positive
"Barangnya enggak sesuai sama gambar, ukuran nya kecil.. kecewa pokoknya",Negative
"selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih",Positive
"karungnya banyak yang bolong2, enggak sesuai pesanan",Negative
sepatu nya BUKAN KULIT...... !,Negative
diluar ekspektasi!! mirip banget sama yang biasa aku beli di drugstore dengan harga 150rb huhu.... serius iseng beli gegara banyak review yang bilang bagus apalagi harga 6rb kalo enggak cocok enggak sakit hati.... enggak taunya bagus... cepat kering enggak gumpal...,Positive
"Chat, hampir enggak ada respond",Negative
"bagus banget,cuman kalau bisa dpercepat pengirimannya ya kak lain kali",Positive
"celemeknya tebal dan warna sesuai pesanan. packingnya tebal berlapis-lapis, barang sampai tanpa rusak/basah. Di toko ini juga banyak variasi celemeknya, jadi bisa memilih sesuai kebutuhan. sukses selalu untuk seller.",Positive
"produk mantap, Produk sesuai deskripsi??. Variasi produk beragam.",Positive
Ada garansi resmi. Kelengkapan sesuai. Kemasan disegel. Spesifikasi sesuai .,Positive
"pesan dari tanggal 5. ini sudah tanggal 8 barang belum NONGOL!!! Gila parah banget. toko lain, saya pesan obat tanggal 6, hari ini tanggal 8 deh sampai. ckckckck lama bangeeeet dan super slow respon duuh. kucing jalanan yang sudah pesakitan modelannya bisa2 + drop gara-gara manusia2 modelan lemot begini kerjanya",Negative
"salah beli enggak bisa dituker, pas di coba ternyata enggak bisa pas ditanya ini klaim garansi bagaimana yang balas malah bot. tahi",Negative
Tq paket nya sudah sampai semoga soho sering-sering promo ya ??,Positive
balonnya kecil sekali enggak sesuai gambar..enggak bagus kualitas..tertipu dari gambar nya..kecewa,Negative
"bungkusan barang robek, ada bagian kertas yang sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Negative
"di produk yang di jual mereknya alus shoes tapi pas sampai mereknya tumpah,, Pesennya warna cream datengnya coklat muda ??",Negative
"Bisa dipakai, trusted seller, recommended!",Positive
sesuai order n deskripsi,Positive
saya kira dapat lengkap kurang ternyata apa solusinya?,Negative
baru satu hari pemakaian kabel chargernya sudah enggak bisa dipakai,Negative
Pengiriman Lama dan Mainan enggak berfungsi dengan baik,Negative
"bagus banget barang nya, aku kan pakai promo lagi, jadi nya terjangkau banget buat anak sekolah kayak aku",Positive
"Alhamdulillah setelah 20 jam lebih total downloadnya, akhirnya bisa terbang juga. Agan seller sangat responsive terutama adminnya, guidance nya very clear. Semoga PMDG boeing 73X bisa segera release ya...",Positive
"mengirim barang enggak sesuai pesanan, ngeselin !!!!!!",Negative
enggak sesuai foto .. dan bahan bukan kulit lembu BOHONG,Negative
"Respon seller cepat, proses & pengiriman cepat. Model & bahan OK, cuma kualitas jahitannya ?!! silakan lihat gambar deh, banyak kerutan� di jahitan pundak lengan & kerah. Jadi bingung mau pakai bajunya, enggak dipakai mubazir, dipakai ya malu juga. Mohon jadi perhatian bagi seller. Terima kasih.",Negative
"dichat katanya warna biru ready,waktu order juga sudah dikasih keterangan warana biru.tapi kenapa yang dikirim malah warna hitam?? tapi ya sudahlah saya terima saja",Negative
"Proses cepat, kartu sim card dapat digunakan di pulau jeju dengan lancar tanpa ada halangan, terima kasih kenikura ??",Positive
"Jahannya mantap, jahitannya RapiKualitas bahan sangat baik????. Berfungsi dengan baik.",Positive
bahannya bagus. Adem,Positive
"Sedikit ada kendala, tapi semuanya sudah normal kembali , terima kasih Respon toko percakapan baik'??????",Positive
"lumayan lah buat harian, kualitas sesuai harga..",Positive
"pengiriman cepat, barangnya oke ?? Sesuai Deskripsi. terimakasih.",Positive
Beli di Official Store tanggal 22 Feb 22 eh 23 Feb sudah sampai di siang hari ???? Cepat banget ???? Thank you banget cussons ???????? dapat harga flas sale jadi murah ??,Positive
"bagus produknya, fast delivery. thank you seller ^^",Positive
barang tidak sesuai no ya besar tapi nyatanya kecil,Negative
"Saran saja buat teman teman yang beli disini , jangan buang box nya simpan terus biar kalo baru beli terus rusak bisa di claim garansinya,",Negative
kecewa lah.enggak ada penyelesaian.di chat kg di balas di wa kg di balas. lari begitu saja sampah.,Negative
kenapa pesananya ndk sesuai ukuran yang di pesan... kalo stok kosong ya di ubah..,Negative
"1. Pesan abu-abu yang datang pink. Yakali bapak pakai pink 2. Kalo memang abu abu habis, ada loh fitur chat untuk konfirmasi ke pembeli, bersedia ganti warna atau tidak3. Kardus rusak, barang lama dijual kembali 4. Penjual tidak meminta maaf atas kesalahan yang dilakukan, dan tidak memberikan solusi atas kekeliruan yang terjadi 5. Penjual prosesnya lama banget, beli jumat pagi diproses senin alasannya sabtu minggu libur. Kayak PNS ya. 6. Barangnya enggak nyaman banget, sakit kalo dipakai terutama di bagian panggul. Kesimpulannya NOT RECOMMENDED SELLER AT AL!",Negative
"isinya cuma kayak air putih mening pakai semir ban, di complain juga enggak ada jawaban",Negative
Sudah diterima semoga awet Packing Bagus. kelengkapan sesuai.,Positive
Produk berjalan dengan lancar dna sangat membantu bila bepergian keluar negeri,Positive
"barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,",Negative
banyak yang hancur dikirim ke jakarta,Negative
"Barang datang pakai kurir toko, di unboxing trnyt ada lecet/baret sampai besi nya kelihatan sesuai dengan foto yang saya ambil. dalam chat dengan owner tidak ada pertanggung jawaban, chat saya cuma di read dari smnjk kemarin malam (6 april 2020 jam 8an malam, sampai sekarang tanggal 7 april 2020 jam 16.30an)",Negative
bagus banget mainan nya anak-anak aku suka,Positive
Dengan harga segitu kualitas spundbondnya sudah bagus ?? packingnya rapi jadi enggak sampai kusut kainnya.,Positive
"respon cellernya setengah mati nungguin....pengiriman menunggu berhari hari padahal pakai pengiriman instan deh bayar ongkir mahal celler sama pembeli tinggla di Jakarta Utara enggak arekomen buat pembeli lagi cari yang lain...,,dari pada emosi menunggu",Negative
Tapi enggak dapat bonusnya huhu,Negative
"bagus produknya, enak marumiya rice topping furikake nya, bisa juga untuk bubur, harga terjangkau, recommended",Positive
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya sudah untuk pelajaran saja untuk yang mau beli",Negative
"barangnya bagus, cuman agak berdebu saja.",Positive
Talinya bagus,Positive
Saya pesan ini yang datang cuma sukiyaki dan konbutsuyu padahal di deskripsi tertulis 3 jenis.. Kecewa banget..,Negative
ternyata ukurannya kecil di bawah harapan,Negative
"packaging ok, sealed, mulus, sampai dengan selamat. thank you",Positive
"selalu puas belanja disini, packing aman sehingga bareng diterima dalam keadaan baik tanpa cacat, respon dan pengiriman cepat. bareng sesuai dengan deskripsi. Positive seller",Positive
"Pembelian kedua, tapi kali ini kecewa banget. Segelnya sudah terbuka, maskernya crumpled, dan karena beli yang hitam jadi enggak kelihatan apakah ini benaran masker baru atau bukan/sudah kotor :(",Negative
proses dan respon nya lama,Negative
driver mengaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen juga lu. bintang satunya buat driver. *****,Negative
pesanan sudah diterima dengan baik,Positive
"Mantap gan, barang mendarat dengan mulus. Kartu oke. Pemerannya lengkap juga. Ada buku panduan sama buku catetan buat moderator. terima kasih gan.",Positive
"toko benalu, enggak jelas barangnya.. sampah",Negative
"Beli 3 tapi ada satu barang yang rusak, malah disuruh benerin sendiri",Negative
"Mending cari penjual lain kalo mau beli pet cargo, masih banyak seler lain. dari seller berat di Markup 6,4kg. Asli nya berat cuma 2,2kg dari ekspedisi. dengan alasan dimensi. Padhal barang nya masih wajar karena dalam bentuk belum di instal (kecil, ringan). Saya pernah beli di seller lain enggak ada masalah dimensi sampai 6kg lebih.",Negative
"barang bagus sesuai dekripsi.,tapi sayang packingnya kurang rapi dan ada beberapa yang rusak yasinnya.",Positive
enggak bisa di pakai??,Negative
"sudah berkali beli disini, adminny benar sopan & sangat responsive, sempat salah ukuran langsung bisa retur buat ganti ukuranny, proses mudah & cepat! memang the best atalon!",Positive
"3x pesan, sudah mints tolong dikirimkan dengan nota, dan di iyakan penjual, namun 3x pesan juga Nota tidak di berikan",Negative
"Kurang bagus, kurang klop",Negative
"barangnya sampai dengan selamat. bonus 2 pic. pengirimannya aman. capo plastik motif kayu, bantalannya karet. semoga awet",Positive
"Akhirnya kesampaian juga punya mp3 player. Terima kasih sudah menyediakan produk ini, sangat mudah di gunakan",Positive
Baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat enggak pernah di balas.. enggak recommended...,Negative
mantap...sangat agresif..proses cepat...recommended,Positive
MENYESAL GUE BELANJA DI TEMPAT lo CUY,Negative
"pengiriman cepat, packing rapi, buku masih tersegel dengan aman. terimakasih banyak.",Positive
"Baru 2 kali pakai sudah rusak. Dibalikin ke tokonya , saya meminta cepat dibetulin dan dikirim hari ini juga, orangnya langsung pulang. Ditelpon enggak response.",Negative
"pengriman lama, bukan dari kurirnya, tapi sellernya yang lemot krim ke ekspedisi nya, dan barang juga kurang 1pcs",Negative
sangat tipis bisa di terawang.. bagusan leging ibu-ibu di pinggir jalan ini mah. sangat tidak recommend. over price!!! menyesal banget gue.. :((,Negative
Tidak pas. Terlalu longgar membuat Nintendo Switch teroyak - oyak di dalam pouch,Negative
Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,Positive
"barang aman diterima, yang paling senang wanginya enak banget ??",Positive
Beli disini puas banyak di lebihin. pngiriman cepat pokoknya mantap ??,Positive
Kali ini dimsum nya hancur,Negative
"Pengiriman cepat, barang sesuai pesanan, dan terbungkus dengan rapi ???????? Recomended",Positive
"segel beda, seharusnya segel sein seperti yang kecil. seller kurang paham instruksi, seperti barang repack",Negative
"hati-hati belanja disini dapat unit cacat dblg suruh ajukan komplain nanti mau dituker trnyta tokonya sendiri yang bilang gabs dituker, official store abal-abal ini mah. enggak jelas solusinya bagaimana",Negative
"kotak paket nya kegedean, coklat enggak dibungkus bubble wrap atau kotak paket enggak ada tambahan kertas pengisi jadi bentuk coklat nya sudah amburadul semua",Negative
"enggak jelas, info bohong yang bikin pengalaman tidak menyenangkan, kalo mau beli produk dbe cari toko lain, yang ini tipu tipu, headphone datang dengan keadaan bikin kuping sakit",Negative
Mantap!!! Cepat proses kirimnya! Besar dan yang penting harga tjakeeeep!!! Recommended!,Positive
mkssh pelangganku syuukkka,Positive
"Bahan panas, tipis, gatal kalau dipakai lebih dari 1jam",Negative
pesan putih yang sampai hitam. Giliran saya mau balikin boleh sih ditukar sama yang putih tapi ongkir mereka enggak mau tanggung. Sama juga bohong. Padahal jelas-jelas mereka bilang kesalahan memang pada mereka,Negative
barangnya enggak jelas masa beli 6 dikirim dua,Negative
"Bahan dan konstruksinya tidak kuat, mudah patah.",Negative
"pengiriman cepat, packing aman",Positive
bagus banget barang nya:),Positive
"rasanya, Hambaaar",Negative
service mengecewakan..,Negative
bagus suka sudah 2 kali pesan di sini ketagihan bahan Alus .,Positive
"ini enak banget, packingnya juga bagus banget.. terima kasih.. recommended banget deh ????",Positive
"seller busuk, packing sembarangan enggak niat, info produk nipu.. blgnya 7.5m tapi kenyataannya 1.5m, jujur dikit bos kalo jualan",Negative
"Saya pesan 18kg yang bentuk ikan, dikirim yang donat, kucing pada mencret",Negative
WOW KEREN banget,Positive
sesuai deskripsi,Positive
barang sudah diterima dan berfungsi dengan baik. terima kasih,Positive
Barangnya original ??. Suaranya jernih.,Positive
"sudah saya terima barangnya gan, terima kasih...",Positive
Kecepatan tidak sesuai dengan deskripsi,Negative
setelah dipakai selama beberapa hari suara menjadi tidak jelas apakah produk ini orisinal? saya lihat di sarung seruling itu bukan made ini indonesia tetapi di serulingnya itu made ini indonesia apa itu yamaha kau?,Negative
Sudah kesekian kalinya pesan green screen di sini... Dan tetap selalu puas dengan pelayanan dan produknya????,Positive
packaging rapi shg lilin datang tetap utuh response penjual cepat,Positive
"Respon cepat, bungkus rapi, rasa enak...terima kasih",Positive
Barang cuma bisa dipakai seminggu... uap nya enggak muncul lagi...kecewa banget... jadi enggak bisa diapa-apai. Buat yang lain jangan karena murah beli ya...barang cuma tahan seminggu,Negative
"dipakai sekali saja sudah rusak tidak mau menyala,maaf saya kasih bintang 1",Negative
barang sudah di terima dengan selamat dan barang nya muantaaap sekali.maju dan terus berkembang buat toko nya.,Positive
Memang filter showerhead ini tidak disebutkan mereknya. jadi tidak bisa dikatakan palsu. tapi saya agak kecewa. silakan dicoba sendiri saja. Mungkin saya salah. ??,Negative
menyesaal ternyata bahan sama saja dengan yang harga 30rb ??,Negative
Untuk sekelas official store ini paling kacau sih packingnya. benar-benar cuma plastik item tipis kualitas trash bag dilakban asal-asalan. Mending kalau ada tambah opsi bubble wrap.,Negative
produk tiruan cacad .enggak bisa ricord .untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi. lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8. casing boleh sama tapi kualitas jauh sekali. dari pada buang buang duit . clip on saja bisa ricord suara ini suondcard enggak bisa . product sangat enggak jelas,Negative
"Terlalu tipis, tidak seperti masker medis yang saya kenal :(",Negative
"Proses cepat, pengiriman cepat, packaging sangat aman, barang terjamin tidak ada bocor...",Positive
"Pengiriman oke, jahitannya oke, cuma pas dapat yang kancingnya rusak.",Negative
"bagus kuat kokoh, cuma memang enggak bisa sejajar lurus kalau mau foto dari atas (kelihatan kaki bawahnya), harus agak dinaikin dikit hp nya, overal oke",Positive
"mudah copot, tidak lengket di kaca mobil atau spion",Negative
Suara yang dihasilkan oke dan jelas. Tidak terdpat masalah. Mkasih,Positive
Kecewa sih pas dibuka ada bagian yang rusak. entah ketika pengiriman utau memang kondisi bukunya.,Negative
"barang sesuai deskripsi bagus, murah packing dan lainnya rapi, recommended banget deh",Positive
"RESCUE FROM DAMAGE BOX, enggak guna juga, sampai rumah, boxnya penyok2",Negative
"barang sesuai keinginan, pengiriman cepat",Positive
terima kasih gun barang nya sudah sampai sesuai pesanan..,Positive
Barang sampah. Bilang authentic ternyata barang kau. Saya beli 3 Box sudah saya tanyakan kepastian katanya authentic. Saya pakai baru berapa jam sudah pahit. Barang kau semua.,Negative
kondisi karungnya banyak yang bolong sehingga tidak bisa di pakai,Negative
Alhamdulillah bos barangnya sesuai pesanan sampai dalam waktu 3 hari luar biasa Terima kasih banyak Semoga lancar jaya dan untuk teman-teman jangan ragu untuk belanja di toko ini terima kasih,Positive
"sudah beberapa kali beli disini (di ap ijo & oren), puas dengan barangnya. Hanya saja di pembelian terakhir ini, kecewa sih. Saya beli Oyster Cement, dengan asumsi warnanya abu muda seperti Dove Grey Cement, hanya saja lebih mulus teksturnya (seperti di katalog). Sudah saya cari referensi foto-foto ulasan juga belum menemukan foto realnya. Jadi saya order saja. Ternyata pas datang, hasilnya jauh lebih kuning dari bayangan. Lalu saya bandingkan dengan Dove Grey Cement saya dari pembelian sebelumnya, tnyata beda banget (photo attached). mungkin lain kali Seller kalo foto produknya, disetting dulu lighting/white balancenya supaya akurat & netral warnanya antar produk. Seller juga kurang komunikatif, sebelumnya pernah meminta foto produknya yang lebih jelas / zoom ini, tidak diberikan. Bagi customer selanjutnya, pls note Oyster Cement seperti ini ya. Plus point: packing rapi & pengiriman cepat",Negative
"TERIMAKASIH BANYAK UNTUK TOKO INI... saya kelupaan beli lilin ultah... jadi baru hari H-1 acara... syukur Puji Tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota....",Positive
Pesanan sudah diterima dengan baik dan sesuai orderan. terima kasih ya...,Positive
Bahan menyerap keringat. Ringan dipakai,Positive
"lucu banget.. Pengirimannya cepat, sellernya responsif banget.. Subuh2 di chat juga dijawab soalnya aku lihat ini sudah dari malam banget sih.. mengira bakal baru dijawab agak siang.. ternyata subuh sudah dijawab?? informatif banget.. Ngsh tau kalo dikasih oil agak berkabut.. mengira bakal lebih berkabut dari ini.. ternyata kabutnya cuma kayak difoto.. senang deh.. Lampunya juga terang kalo di tempat gelap ?? makasih ya",Positive
kalo mau kirim barang sebaiknya di cek dulu gan saya beli 2 yang satu mati untuk saya harga segitu lumayan,Negative
sangat tipis.kecewa sekali.,Negative
delivery yang harus 2 karena twinpack tapi yang didelivery satu.. sampai harus buat komplain dan tidak dapat kompensasi apa-apa.. the first and the last belanja sini.. official store tapi kayak begitu...,Negative
"Klaim produk order ditanggapi dengan cepat, dan diganti sesuai dengan kualitas yang baik.",Positive
"- Bocor dari sambungan karet ke keran - dan Bocor dari tengah-tengah tempat drat karena enggak rapat, mau di rapatkan enggak bisa karena terasa sudah mentok",Negative
"tokopedia, dabest.. thanks",Positive
"raknya bagus, simpel, walau masangnya agak susah, pengiriman cepat. recomended",Positive
celana nya nyaman tapi kalo bisa sakunya ada 2 .kiri dan kanan agar balance kalo simpan sesuatu di saku.. tks. Sukses Maju Terus,Positive
"mantap sekali bro, penjual ramah, sabar dan jika ada masalah pasti ditangani. ARIGATO??",Positive
"Cairan ini enggak cocok untuk Xiaomi f600, hancur diffuser nya??, rupanya cairan ini mengandung oil yang buat korosi material f600 dan garansi diffuser nya pun jadi void, parah ah",Negative
sudah macet harus di ketok2 dulu baru nyala Mesin,Negative
"Dari segi estetik bagus banget, tapi cengkramannya kurang, jadi kalo di pakai kadang suaranya geter, meskipun bisa dipakai.. Dengan harga segitu, sangat worth itu apalagi designnya yang elegant..",Positive
proses & pengirimannya cepat. warna sesuai pesanan hitam dof. tapi kenapa doffnya ada yang bocel� ? jadi enggak sesuai ekspektasi deh ??,Negative
Penjual apaan.. barang enggak diterima.. diajukan pengembalian dana malah hari ini dapat notif sudah selesai dan dana akan diteruskan ke penjual... woi... balikan dana saya,Negative
"Terimakasih,barang sudah diterima dan sudah dicoba rasanya enak.",Positive
"Mesin sesuai yang dibutuhkan. Cs nya juga ramah, menjawab semua pertanyaan apa yang kita butuhkan.",Positive
"pengiriman sih cepat, cuma tag gun nya langsung rusak enggak bisa dipakai gan, saran, mending di test dulu sebelum dikirim produknya supaya lain kali enggak kejadian kayak begini lagi.",Negative
ganti mengunakan sirclo packing susu hancur semuapayah 4 kotak rusak semua .,Negative
"jangan tergoda harga murah, ternyata tidak sesuai antara barang dengan deskripsi. deskripsi tertulis paket termasuk sarung kulit ternyata tidak ada, seller hanya meminta pengiriman kembali barangnya tanpa ada permintaan maaf dan proses penyelesaiannya membutuhkan waktu dan biaya lagi sehingga tidak saya kembalikan. menyesal beli disini...",Negative
"Sudah kuduga kalau beli banyak, pasti ada beberapa yang barangnya dikasih dalam kondisi cacat dan ternyata benaran dong wkwk, yang pecah malah barang di urutan ke 4,9 dari total 24 item yang saya order + kualitas barang ternyata hanya plastik tipis(tidak sesuai perkiraan saya karena yang ditampilkan toko hanya tampilan depan saja) Overal i wouldn�t recommend this tapi ya�al",Negative
kesekian kalinya pesan ini produk..sangat bagus untuk membantu proses diet..dan pengiriman sangat cepat.,Positive
"Bagus, sesuai ekspektasi.",Positive
"pengiriman cepat, barang bagus semoga awet",Positive
"beli barang tapi barang nya sendiri tidak pernah datang, sementara status selesai & pengembalian uang belum juga dilakukan sampai saat ini",Negative
"apabila pesanan tidak tersedia, jangan kirim selain yang dipesan (walau hanya beda warna (saya mencari warna merah, dikirim warna biru). mengecewakan.",Negative
"enggak tahan lama ternyata kalo dipakai makan, masih jauh tahan lama merk sebelah",Negative
packing rapi dan aman sampai tujuan. hadiah pun dapat,Positive
Penjualnya ramah banget Proses pesanan cepat Layar sensitif. Packaging rapi Touch screen lancar Ada garansi toko,Positive
"enggak sesuai ekspektasi, ternyata di ol shop lain harga jauh banget lebih murah",Negative
kecewa. kok bareng rusak dikirim. di chat lama responnya sampai batas waktu otomatis habis. padahal sudah langganan lama ditoko ini..,Negative
kok hancur tempenya.saya dikasih yang puing2 tempe..yang utuh hanya beberapa.kecewa sih.kan saya di sini bayar,Negative
kualitas kurang bagus,Negative
"bagus banget SESUAI , btw aku beli yang s013 and s008",Positive
"tidak sesuai gambar, ada cacat jerseynya sablonya berantakan. ukuran juga tidak sesuai yang dipesan. kayaknya toko asal kirim barang saja",Negative
"GUA BELI DAPETNYA V2, DI DESC enggak ada PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 benar benar CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA enggak ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA benar-benar KECEWA KAPOK BELI dah Ambil saja v*rt*kali v7 tuh bagus daripada ini kecewa mau gua jual lagi pokoknya",Negative
"order emerald, dikirim tosca tanpa konfirmasi. ??",Negative
barang yang dikirim mantap.. bahannya tebal dan tahan air.. cocok untuk di air.. seller juga fast respon.. thx lu,Positive
"Ok banget, beli 2 sekaligus, barang bagus banget",Positive
"Barang bagus sesuai deskripsi, murah tapi enggak murahan ????????????",Positive
Bagus kabelnya cepat buat ngecas joz,Positive
packaging nya cuma plastik item itupun sobek pas baru diterima,Negative
"sudah dicoba untuk 3 hari dan controller tidak ada masalah, masih berfungsi dengan baik. feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual",Positive
disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri. gangerti,Negative
jelek sekali packingnya...hand body saya pada tumpah...,Negative
tidak sesuai gambar dan kecil,Negative
"mantap, sukses terus tokonya",Positive
"Gila...pengiriman cepat banget..dari surabaya ke bogor,fast respont,barang ok,sesuai banget,packing rapi...recomended seller euy...??????????sama kasih Gan..thanks toped",Positive
"sablonnya pudar dan tipis bahannya tipis,but worth itu for the price",Positive
Tidak ada rincian cara penggunaan nya.. tidak ada keterangan alat pendukung untuk HP dan kamera. Jadi enggak mengerti saya kalo di pakai ke HP bagaimana caranya? Cara tinggiin tripod nya bagaimana???,Negative
Baru pesan bareng tidak sampai 20 menit kemudian mengajukan pembatalan malah ditolak. Padahal saya ingin memesan ulang karena salah menggunakan metode pembayaran. Pelayanan jelek sekali,Negative
Kualitasnya bagus. Berfungsi dengan baik.,Positive
ini pembelian ke 2 tidak mengecewakan... belum di unboxing...terima kasih banget bang next order lagi...,Positive
Material Produk Bagus. Produk Original,Positive
ada busa yang telurnya kempes,Negative
barang amat sangat mengecewakan tidak layak pakai.. jangankan Untuk menahan beban 2kg untuk menahan beban nya sendiri saja enggak mampu(alias enggak menempel),Negative
"Barang okelah standard, yang bikin malas tokonya slow respooon.. padahal sering online. Chat enggak dibalas. 2-3 hari baru dikirim.",Negative
Tidak dipotong sesuai permintaan,Negative
"dipakai untuk mindahin tabung gas 12 kg sangat seret, susah maju karena rodanya tidak jalan, bobot tabung gas terlalu berat..not recommended untuk tabung gas 12 kg..mungkin untuk yang lebih ringan bisa lancar rodanya berputar..",Negative
baru di pakai sekali sudah robek sol nya,Negative
Ada pilihan mix warna yang dikirim warna biru padahal untuk anak perempuan..kecewa..enggak mau beli lagi disini,Negative
enggak berfungsi dengan baik,Negative
"barang sesuai, pengiriman cepat, recommended",Positive
Produk telah sampai. Tapi pas sampai malah ada yang cacat di bagian analog kanan ada yang pecah,Negative
"Kualitas barangnya bagus banget, gampang dipasang, dan berfungsi dengan baik. Packing aman. Very recommended!",Positive
baru pakai 2 bulan sensornya sudah jelek suka kemana2,Negative
Produknya sesuai gambar,Positive
Recommended. Komunikasi lancar. Instruksi jelas. Game-nya gampang diinstal. Kapan-kapan ke sini lagi. Terima kasih!,Positive
Packagingnya rapi dan aman. Harganya ok dan bagus sesuai dekripsi.,Positive
barang yang dikirim tidak sesuai walaupun tidak ada seharusnya 2 warna jangan satu warna,Negative
sangat kecewa dengan pelayanan nya,Negative
"habis pencet beli, eh cek di **** ternyata lebih murah. produk dibawah ekspetasi.",Negative
"4 dari 10 kaca plastik yang saya pesan rusak. Itu berarti 40% barang yang saya terima adalah barang cacat. Toko ini tidak bisa dipercaya, dan hanya menawarkan ganti rugi sebesar 2 ribu per item barang rusak, atau sekitar 30% dari harga beli saja. Itupun melalui proses yang berbelit belit. Jadilah toko yang bisa dipercaya",Negative
produk bagus. paking aman rapi. respon kirim cepat.,Positive
"kecepatan pengiriman baik,packing rapi,pesanan sesuai,tak seller",Positive
"PRODUK BAGUS, PROSES SANGAT CEPAT, PENJUAL RAMAH DAN DESAIN BAGUS, KAMI AKAN PESAN LAGI",Positive
"Barang Original, sudah di cek keasliannya. Sudah di coba dan berfungsi dengan baik. Pengiriman menggunakan Pos Indonesia. gila cepat nya ampun deh, enggak ada obat. Beli Sabtu sampai Purwokerto hari Minggu. Gila... 1 hari cooooy... wow diluar ekspetasi. Semua fitur berfungsi baik. Produk sesuai deskripsi. suaranya bagus dan jernih.",Positive
Bahannya adem. Jahitan rapi.,Positive
"Murah, simpel, sampai sana tinggal tukar",Positive
"jahitannya banyak yang enggak rapi, kain agak menerawang",Negative
Kemasan disegel. Spesifikasi sesuai . Warna sesuai pesanan.,Positive
"recommended, fast print fast response",Positive
"baru dipakai 2x, sudah robek sana sini. terus kayak keluar karet2 warna kuning begitu.. enggak lagi deh ??",Negative
"Respon cepat tapi sayang tidak sesuai harapan. Ukuran si nya besar, kantong kiri-kanan terlalu bawah, tanda pangkat di pundak sebelah kiri tidak simetris/miring, sebelah kanan posisi kancing tidak pas sehingga melengkung. Kesannya yang menjahit asal-asalan. Tidak rekomendasi",Negative
Berfungsi tapi sayangnya penyok,Positive
"Adminnya lambat. Barang juga tidak sampai di tangan saya setelah menunggu hampir 3 minggu. Padahal saya ada transaksi dari beberapa toko di hari yang sama dan semuanya sudah sampai maksimal 3 hari setelah saya pesan.Dari pihak kurir katanya sudah sampai dan diterima keluarga dekat, padahal nama penerimanya saja enggak kenal.Terus komplain ke toped, baru direspon setelah hampir 2 mggu dan akhirnya diputuskan dari pihak toped untuk direfund.",Negative
"Alat tidak berfungsi, sudah dipasang sesuai instruksi tidak bisa dipakai dan tidak ada api yang terpantik keluar hanya liquid gas.",Negative
pesanan saya tidak dikirim. tolong direspon,Negative
jelek mudah rusak,Negative
"packing kurang baik untuk silica gel, hanya dibungkus plastik dan plastiknya di hekter, sehingga udara bisa keluar masuk, mestinya di seal supaya kedap udar",Negative
jelek,Negative
proses pengiriman sangat mengecewakan,Negative
Terima kasih barang mantap,Positive
"kecewa kali, bknnya di test dulu sblom kirim, tidak ada satupun yang bisa hidup.. bareng sangat ringan, yang punya saya beli di Ace brgnya berat dan bisa hidup..",Negative
"Ini seller tidak berkualitas.. Jawab lama dan barang yang dikirim tidak semua nya dan bertahap 2 kali kirim..BUANG WAKTU menunggu.. Padahal sebelum pesan bilang ready stock... Dan ongkos kirim yang dibayar sameday ternyata dikirim berhari2 kemudian... TIDAK RECOMMENDED SELLER, JANGAN BUANG WAKTU ANDA DENGAN SELLER INI",Negative
warnanya tidak sesuai gmbar ??,Negative
"pengiriman cepat, packing rapi dan aman (kardus packing tebal plus bubble wrap). barang sudah dicoba dan semua berfungsi dengan baik. thank you sok much seller ??",Positive
"kurang cocok pakai samsung S21 ultra, hp nya berat, gimbalnya miring-miring",Negative
di foto bonus foto besar... datang nya kecil.. pencitraan sekali anda kil sungguh mengecewakan,Negative
"Untuk respon penjual bagus, tapi kondisi barang biasa saja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game",Negative
Tidak mengkilap dan cepat hilang,Negative
luar biasa mantap smuanya jadi oke dari pesta saya yang sederhana sekarang jadi rame sejak order disini terima kasih seller dan tokped atas kirimannya,Positive
