Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,text,label,Emotion
Electronics,EMOJI ALARM CLOCK - Jam Weker Alarm Digital Lampu Tidur Unik Anak - Putih,Jakarta Barat,176000,4.9,199,80,3,"kurang ya jamnya, harusny dijelasin display jam gk selalu hidup harus di idupin dulu.",Negative,Sadness
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Kota Tangerang,77000,4.8,2453,1336,3,produk sdg smp dan sy tes tp tidak terbaca fast charging di hp,Negative,Sadness
Electronics,Xiaomi Mijia Robot Vacuum 1C Cleaner 2500pa Suction - Robot Vacuum 1C - Global,Jakarta Utara,2499000,4.9,536,205,1,baru 5 hari barang sudah rusak padahal pemakaian normal. saya kirim balik barang nya ke penjual. katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga. jadi sementara saya kasih bintang 1 dulu. sampai saya terima kembali barang nya dengan keaadaan normal dan berfungsi,Negative,Fear
Electronics,Philips Digital Rice Cooker 1.8L - Fuzzy Logic Bakuhanseki HD4515/33,Sidoarjo,850000,4.9,4001,2324,1,"Barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",Negative,Fear
Electronics,Philips Digital Rice Cooker 1.8L - Fuzzy Logic Bakuhanseki HD4515/33,Sidoarjo,850000,4.9,4001,2324,2,"rice cooker baru beli tp nasi bau dan berair tp tidak bs di ganti barang baru dr toko ini tidak seperti toko2 lain yg kalo barang rusak itungan hari ada garansi toko bs di tukar dgn yg baru bukan diservice seperti yg di sarankan toko. saya sudah bawa ke service center dan hari ini nasinya tetap basah. jujur saya kecewa krn saya memilih toko ini biar kl kenapa2 ngak ribet,ternyata saya salah,saya beli rice cooker mahal menurut saya agar bisa punya rice cooker bagus tp nyatanya seperti ini saya sangat kecewa.",Negative,Sadness
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,Kota Batam,90000,4.7,414,130,3,"Salah satu unitnya kedip2, harus di ketok2 dlu baru nyala, ntar kedip2 lagi, malahan gak nyala harus di ketok2 lg lampunya... satu unitnya lagi perfect tidak ada masalah.. thanks",Negative,Sadness
Electronics,Lampu LED 212 Lampu Taman Lampu Tenaga Surya Sensor Gerak - 100 LED,Kota Tangerang,69000,4.6,1817,559,3,"lampunya berfungsi, nyala lumayan remang-remang, kekuatan batere di jemur seharian cuma 4 jam. Barang yg sampai soket bautnya patah jadi sedikit terbuka.",Negative,Sadness
Electronics,Sanken Rice Cooker 1 Liter SJ-203 Warna Random - Biru,Jakarta Barat,567000,4.8,702,321,3,Harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia. Kok bisa harganya lebih mahal ya? Di struk beda jauh harganya,Negative,Fear
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Kota Tangerang,77000,4.8,2453,1336,3,"BARANG DTG TIDAK SESUAI YG DIKASIH TAHU ADMIN NYA !! BILANG RICE COOKER 1,2LITER !! TERNYATA BARANG YG DIKIRIM 1 LITER",Negative,Anger
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Kota Tangerang,77000,4.8,2453,1336,2,barang cepat panas dan rusak,Negative,Sadness
Electronics,Cosmos CIS-418 - Setrika Listrik,Jakarta Barat,117000,4.8,639,350,3,"Pengiriman lama banget, kurirnya gagal pickup terus.Setrikanya ternyata besar dan lumayan berat.. packingnya tipiss cuma bublewrap selapis.Kualitas strikanya jg kurang menurutku, soalnya ga terlalu panas jd lama setrikanya",Negative,Fear
Electronics,CAMERA ENDOSCOPE ANDROID USB 720P IP67 TAHAN AIR KECIL,Jakarta Utara,48000,4.5,3324,677,3,"ternyata tidak bisa dipakai di redmi 3S, tetapi di laptop bisa. tidak sesuai harapan",Negative,Sadness
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,Kota Tangerang,159000,4.7,56300,16089,3,"barangnya datang sesuai dgn pesan dan estimasi waktunya pas banget mantap, cuman sayang speaker sebelah kiri gk berfungsi, yg bersuara hnya sbelah kanan",Negative,Sadness
Electronics,BARDI Smart LIGHT BULB RGB+WW 12W Wifi Wireless IoT - Home Automation,Jakarta Barat,199000,4.9,45400,19119,3,"Lampunya sering error padahal terhubung ke wifi, saklar hidup tapi dihidupin di hp gak mau nyala",Negative,Sadness
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,Jakarta Barat,176000,4.9,2126,1139,3,"Baru sampe brgnya cepet sih tp pas dipasang, kipasnya bunyi plus gak ada mur dan baut utk pengikat tutup kipasnya.",Negative,Fear
Electronics,Printer HP Ink Tank 415 Print Scan Copy WiFI Wireless All in one Resmi - COMPATIBLE INK,Jakarta Pusat,2075000,4.9,602,351,3,beli 2 pcs... yang satu normal tanpa kendala.. yang 1 lagi stuck House cartridge nya gak mau ke tengah... step nya sama dengan yang normal ikutin manual...,Negative,Fear
Electronics,Deerma Vacuum Cleaner UV-C Penyedot Debu Tungau CM800 / CM810 - CM800,Jakarta Utara,574000,4.9,2356,1204,3,Alat bagus tapi gak bisa dipakai lama. Dipakai kurang dari 5 menit udah overload dan harus nunggu 30.Kerjaan bersih2 jadinya memakan waktu yg lama sekali,Negative,Sadness
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,Kota Tangerang,15399000,4.9,1394,632,3,"Barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.",Negative,Fear
Electronics,Notale UV Anti Dust Mite Vacuum Cleaner HEPA Filter Alt Kurumi Xiaomi,Jakarta Utara,735000,4.9,4502,2558,3,terlalu ringan ..ada suara glodak glodak saat di hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual),Negative,Fear
Electronics,Fantech TONE HQ52 Headset Gaming Mobile - HQ52PLUS,Jakarta Barat,229000,4.8,2699,1692,3,"Ya utk harga 100an lumayan worth, cuma rgb kanan dan kiri ga selaras sih, sama ada deflect gara gara pengiriman mungkin.",Negative,Sadness
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Puti,Kota Tangerang,77000,4.8,2453,1336,2,maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 20-30 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke,Negative,Fear
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,Jakarta Utara,79000,4.9,1816,701,2,"Toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah",Negative,Sadness
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,Kota Tangerang,159000,4.7,56300,16089,2,"barangnya tidak berfungsi, boxnya sudah kebuka",Negative,Fear
Electronics,BASEUS TRUE WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Ungu,Jakarta Utara,569000,4.9,28507,16953,2,"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat temen-temen yang perlu connect ke laptop gitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.",Negative,Fear
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,Kota Batam,90000,4.7,414,130,2,dari 4 lampu...yg nyala cuma 3..yg 1 nya mati.padahal udah dijemur dulu sblm dipasang tadi siang.kecewa ya..,Negative,Sadness
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,Jakarta Barat,90000,4.5,11529,3548,2,"Yang penting keluar suara deh. Soal kualitas suara maaf ya, mungkin mirip sama mainan anak-anak berbentuk Handphone.",Negative,Anger
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,Jakarta Pusat,32500,4.7,15608,3225,2,pesan 2 yang satu setengahnya mati.,Negative,Sadness
Electronics,Lampu LED Strip RGB 5050 IP44,Jakarta Barat,65000,4.7,6612,1010,2,"Klamaan di pengiriman. Pesen urgent pagi2 pke ojek online biar lngsng smpe, malah dikirim pke tiki ??????? bsk nya br smpe.",Negative,Sadness
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,Jakarta Barat,176000,4.9,2126,1139,2,"Pengunci baling baling nya, tidakk ada... next dicek dengan teliti lah sbelum kirim. Bagus cocok dengan kipas angin lama yang rusak",Negative,Sadness
Electronics,Cosmos CIS-418 - Setrika Listrik,Jakarta Barat,117000,4.8,639,350,2,"barang pecah, ndak tau dr seller apa ekspedisinya, sayangnya saya selesaikan transaksinya sblm diunboxing, bgtu dibuka malah pecah.. barang cm dilapisi satu lapis bublewarp tipis. .. overall kecewa",Negative,Sadness
Electronics,Cosmos CB-281 P - Blender 2 L,Jakarta Barat,255000,4.8,301,146,2,Barang sesuai deskripsi dan berfungsi dengan baik. cuma tidak puas dg pelayanan dari penjual. pesanan diproses H+2 dan di pick up H+4 itu pun sesudah dikomplen baru bergerak,Negative,Fear
Electronics,CAMERA ENDOSCOPE ANDROID USB 720P IP67 TAHAN AIR KECIL,Jakarta Utara,48000,4.5,3324,677,2,Barang tidak bisa digunakan dan tidak ada CD Driver nya,Negative,Sadness
Electronics,NO TOUCH BUTTON ACCESS DOOR LIFT TOUCHLESS INFRARED SENSOR 12V-24V - POLOS,Kota Tangerang,45000,4.9,4045,475,2,Pengiriman lambat dan toko gak ramah dalam komunikasi,Negative,Fear
Electronics,ezviz c6n 2mp wifi camera wireless garansi resmi Indonesia - C6N,Surabaya,379000,4.9,2163,677,2,Barang pecah..,Negative,Sadness
Electronics,azdome dash camera 1080p dual camera with parking mode - M17Front,Jakarta Barat,699999,4.9,3800,1825,2,"Kayaknya dapat yg baterai yg jelek atau drop .. males kirim balik, tp masih bisa digunakan, cuma setiap kali jalan harus setting tanggal dan jam mulu .. tombol charge juga warna merah gak pernah nyala",Negative,Sadness
Electronics,Bardi Smart Home WIFI Window & Door Sensor - no hub required,Jakarta Barat,184000,4.9,7516,2494,1,"Salah kirim barang, yang dikirim item harga jauh lebih murah (Smart Breaker).Transaksi sudah terlanjur diselesaikan, karena sudah beli beberapa kali dan biasa tidak ada masalah.",Negative,Sadness
Electronics,Power Supply 10A / 12V Adaptor CCTV CENTRAL,Jakarta Barat,74600,4.9,3981,998,1,Baru dipakai 1 malam. Langsung ngedrop.,Negative,Sadness
Electronics,Printer HP Ink Tank 415 Print Scan Copy WiFI Wireless All in one Resmi - COMPATIBLE INK,Jakarta Pusat,2075000,4.9,602,351,1,Barang (printer) yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi.,Negative,Fear
Electronics,Deerma Vacuum Cleaner UV-C Penyedot Debu Tungau CM800 / CM810 - CM800,Jakarta Utara,574000,4.9,2356,1204,1,"Baru dipakai 1x, tidak sampai 10 menit, penghisapnya mati total",Negative,Sadness
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,Kota Tangerang,15399000,4.9,1394,632,1,"Beli tanggal 6 agustus 2021, tp tanggal 13 September sdh error di bagian driving wheels. Akhirna ditanggal itu jg sya kirim T9 nya ke service centre di tangerang. 9 hari kemudian, T9 kembali di tgn sya, tp kemudian error lg di tanggal 23 September. Kali ini error di bagian sensor dmn deebot selalu bilang �ozmo pro is being installed. Please move to the non carpet area� pdhal ozmo pro tdk sedang di attach ke T9 nya. Dikarnakan hal ini, lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih. Dan semalaman itu voice report terus menerus bunyi seperti itu. Kalau dsuru bawa service lg, maap saja sya bakalan tdk mao berhubung ongkosna yg sgt mahal. Jd untuk sementara ya sya hanya bs matikan voice reportna dl aja biar ga terganggu. Overall, agak mengecewakan T9 ini. Dibandingkan T8 AIVI dan 950, T9 jauh tdk tahan banting. Baru pake sebulan tp sdh byk sekali errornya. Bener2 nyesel jg belinya~ Maaap cuma bs kasi bintang segene krn ktdkpuasan saya. Kl memang mao consider beli robot, beli baik beli T8 series aja. Lebi tahan banting soale~",Negative,Anger
Electronics,Notale UV Anti Dust Mite Vacuum Cleaner HEPA Filter Alt Kurumi Xiaomi,Jakarta Utara,735000,4.9,4502,2558,1,"Barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!",Negative,Anger
Electronics,Fantech TONE HQ52 Headset Gaming Mobile - HQ52PLUS,Jakarta Barat,229000,4.8,2699,1692,1,"Saran buat toko,kalau bisa pengiriman nya jangan lewat antaraja . Kalau bisa disarankan pegiriman nya lewat yg lain aja",Negative,Fear
Electronics,Mouse Gaming AULA S20 � 2400DPI RGB Driver Macro Software,Jakarta Pusat,140000,4.9,1951,1209,1,"Lampu tidak berfungsi sebagaimana mestinya. Tidak bisa berganti warna maupun dimatikan padahal sudah mengeklik tombol DPI dan memakai software juga. Warna merah menyakitkan di mata saya dan malah mirip mouse 10an ribu. Sudah mengirim pesan ke seller tapi tidak ada respon selama lebih dari 12 jam. Terpaksa saya kasih bintang 1. Saya baru kali ini membeli produk dari aula dan merasa kecewa, padahal saya sendiri termasuk pengguna gear dari aula",Negative,Sadness
Electronics,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3231,1518,1,"Packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",Negative,Sadness
Electronics,Xiaomi Mi TV Stick Full HD Android TV Stik - Garansi Toko,Jakarta Barat,504000,4.9,7916,4384,1,Barang yg dibeli sama sekali tdk berfungsi. Utk komplain hrs ada video unboxing (pdhal bukan kerusakan fisik). Beli dari official store ternyata sama sekali tdk menjamin kualitas barang.,Negative,Fear
Electronics,SAMSUNG 32 T4500 Smart LED TV 32 Inch HD 32T4500 - UA32T4500AKXXD - TANPA BUBBLE,Jakarta Barat,3099000,4.9,1060,571,1,"Dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. Lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an",Negative,Sadness
Electronics,COPPER HEAVY BASS CP2001 Series Earphone (Comfortable Wearing),Surabaya,130000,4.9,5673,1717,1,Baru seminggu pemakaian sudah tidak bisa nyala sebelah,Negative,Sadness
Electronics,DENPOO KOMPOR LISTRIK INDUKSI PUSH BUTTON LOWWATT DIC 200-1000,Jakarta Utara,429000,4.8,822,365,1,"Barangnya saya terima dalam keadaan pecah di bagian sudut, padahal posisi itu dilapis gabus pelindungnya loh.. Jadi saya berasumsi kalau barangnya memang sudah pecah dari sebelum dikirim, bukan saat ekspedisi. Sayang lupa videokan saat unboxing.",Negative,Sadness
Electronics,External DVD Drive Slim Portable Burner Rewriter CD ROM Drive PC - Putih,Jakarta Pusat,116000,4.8,1499,854,1,"Sama sekali ga bisa dipakai, pas dicolokin ke laptop bisa nyala, abis masukin cd, cd tidak terbaca, pas mau dikeluarin cd-nya ga bisa, skrg cd saya masih didalem external cd ini, hadeehh jadi nambah urusan",Negative,Sadness
Electronics,Galvee Smart Zigbee Door / Window Sensor Smart Home Wireless,Jakarta Pusat,315000,4.7,47,11,5,Ini produk ga diragukan sensornya. Hampir ga ada delay dieksekusinya. Mantap.,Positive,Happy
Electronics,PIEZO BUZZER INDUSTRIAL ALARM 3v-24v 95db CONTINUOUS - HITAM,Jakarta Barat,8500,4.9,1298,238,5,Suaranya mantap ??. Packaging aman ??. Barang Mudah Digunakan.,Positive,Happy
Electronics,PIEZO BUZZER INDUSTRIAL ALARM 3v-24v 95db CONTINUOUS - HITAM,Jakarta Barat,8500,4.9,1298,238,5,"barang sesuai deskripsi & berfungsi dgn baik,,,makasih jga untuk responnya yg sangat baik",Positive,Happy
Electronics,PIEZO BUZZER INDUSTRIAL ALARM 3v-24v 95db CONTINUOUS - HITAM,Jakarta Barat,8500,4.9,1298,238,5,produknya dipaketkan dengan rapi dan tidak ada cacat. Recommended,Positive,Love
Electronics,Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Kota Bandung,379000,5.0,1700,643,5,Pasangnya gampang. Bahannya kokoh . Barangnya original ??. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top. Penjualnya ramah banget.,Positive,Happy
Electronics,Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Kota Bandung,379000,5.0,1700,643,5,"Beli 2 Ezviz C6N dan sudah terpasang dua-duanya. Mudah untuk dipasang sendiri dan di setting sendiri, barang original. Gambar cukup jelas, Pan and Tilt sangat membantu untuk menemukan sudut pandang yang optimal untuk memantau. Terima kasih seller.",Positive,Happy
Electronics,Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Kota Bandung,379000,5.0,1700,643,5,"sangt bermanfaat, kamera bisa digerakan putar kiri/kanan 360, naik turun, ada mengirim suara audio. gambar kamera juga bagus.",Positive,Happy
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,5,"saya puas dengan pelayanan dari tokoh ini. awalnya saya chat pertanyakan ketersediaan barang ini ready, tapi begitu saat pengiriman barang tidak tersedia. saya diberikan solusi barang dengan model dan tipe yang berbeda. Namun tokoh langsung menyediakan barang sesuai permintaan saya.Walaupun tidak sesuai dengan estimasi waktu yang saya pesan sameday. Akhirnya barang pesanan saya di kirim juga sesuai dengan harapan saya.Terima kasih seller Doa kita bersama semoga makin sukses dan barang awet saya pakai.terima kasih seller ... GOD JOBSBisa muat banyak. Barangnya original ??. Mutu terjamin SNI. Ada garansi resmi. Gampang dipakai. Desainnya elegan ?. Hemat listrik ?.",Positive,Love
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,5,"Pengalaman pertama beli kulkas secara online, alhamdulillah pengiriman dan pengemasan baik, produk diterima dng baik tanpa kerusakan, dan kualitas produk bagus. Harga lebih miring dibanding beli langsung ke toko.",Positive,Happy
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,5,"Kulkas saat ini kondisi bagus semoga awet tidak ada kendala2, yang saya suka banget toko ini aja sendiri H-1 lebaran yang sanggup kirim di hari yang sama..pesen jam 1 jam 4 nyampe ...mantaaaap thx seller",Positive,Happy
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,5,"Pengiriman cepat dan aman. Barang sesuai deskripsi. Bagian ujungnya terbuat dari plastik, tapi cukup kokoh. Perakitan mudah, cuma modal obeng. Tips: Jangan dikencengin dulu semua bautnya, kecuali kalau sudah fixed dgn ukuran kaki mesin cuci. Recommended. ????",Positive,Love
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,5,Dua hari udah sampe. Gampang banget di rakit. Besinya lumayan kokoh dan sellernya sangat ramah. Terima kasih,Positive,Happy
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,5,"Barang sesuai, untuk ukuran mesin cuci 1 tabung pas banget. Terima kasih Tokopedia & buat seller semoga sukses terus tokonya.",Positive,Happy
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),Jakarta Barat,355000,4.9,2351,710,5,"Paket sudah diterima dan di test, lancar tanpa macet, pokoknya recommended buat yang byari printer connect cash drawer, ya panda aja, setting nya jg gampang",Positive,Happy
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),Jakarta Barat,355000,4.9,2351,710,5,"Seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. Semoga awet, thanks",Positive,Happy
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),Jakarta Barat,355000,4.9,2351,710,5,Alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa Terima kasih banyak Semoga lancar jaya dan untuk teman-teman jangan ragu untuk belanja di toko ini terima kasih,Positive,Love
Electronics,"CASH DRAWER / LACI KASIR / LACI UANG BLUEPRINT CD-BPL02 34x36x10,8 Cm",Jakarta Utara,340000,4.9,1110,515,5,barang nya jos berfungsi dengan baik kualitas oke jadi membantu saya banget cuma awal pakek bingung kok gk bisa buka otomatisnya eh app saya ternyata yg gk suport cash drawernya mantul dah ????????,Positive,Happy
Electronics,"CASH DRAWER / LACI KASIR / LACI UANG BLUEPRINT CD-BPL02 34x36x10,8 Cm",Jakarta Utara,340000,4.9,1110,515,5,"Barangnya bagus, praktis dan harganya murah. Ga salah pilih produk dari Blueprint. Original merk. Respon penjual cepat dan ramah. Rrcommended",Positive,Love
Electronics,"CASH DRAWER / LACI KASIR / LACI UANG BLUEPRINT CD-BPL02 34x36x10,8 Cm",Jakarta Utara,340000,4.9,1110,515,5,"barang sangat bagus. no lecet, no rusak. super sekaliii. terimakasih, sukses selalu, jaga kesehatan ??????",Positive,Happy
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,Jakarta Barat,320000,4.9,451,208,5,"ditrima barangnya dg baik dan memuaskan, trimakasi ya toko Pedia smg sukses trus",Positive,Happy
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,Jakarta Barat,320000,4.9,451,208,5,"5jam lgsg sampe, packing aman buble warp, kondisi barang sudah dicoba mantab lancar bagus hasilnya, penjual fast respon. Terima kasih seller.",Positive,Happy
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,Jakarta Barat,320000,4.9,451,208,5,"Mantap barang cepet sampenya, seller Positive respon harga pass kualitas oke rekomen banget pokoknya",Positive,Love
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,5,Respon sangat profesional dan siap membantu dng semua pertanyaan. Pengiriman sangat cepat dan kwalitas barangnya sesuai.,Positive,Happy
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,5,"Mesin sesuai yg dibutuhkan. Cs nya juga ramah, menjawab semua pertanyaan apa yg kita butuhkan.",Positive,Happy
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,5,"Barang sampai dengan selamat, fungsi Insya Allah berjalan dengan baik, tinggal penggunaannya masih belum mahir Barang oke mantap??",Positive,Happy
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,5,pelayanan sangat memuaskan dan memberikan yang terbaik . penjual sangat responsif untuk menjelaskan kalau di tanyain,Positive,Happy
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,5,Mudah digunakan. Suara yang dihasilkan jernih. Produk berfungsi dengan baik.,Positive,Happy
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,5,barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas terimakasih banyak Tokopedia kurir dan seller,Positive,Happy
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,5,jos mantap udah saya tes Nya normal semua tinggal coba hasil suaranya aja moga suaranya juga tanpa kendala,Positive,Happy
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,5,"Suara yang dihasilkan jernih.kalau ditambahkan kit giga bass tambah glerr,ditambah lg preeamp mic 2 tr bisa buat karaoke",Positive,Happy
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,5,"berfungsi dngn baik,, playanan toko ini sangat bagus, saya saran kan belanja ditoko ini,, gak bikin kecewa pelanggan, best of the best lah toko ini,,",Positive,Love
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,4,"barang sesuai gambar, cuman perlu adaptor 12v lagi supaya bisa nyala. terima kasih juga buat kurirnya",Positive,Happy
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i8,Jakarta Utara,56000,4.9,1186,422,5,"Maaf br review skr, barang sesuai & lsg dipakai gk ada masalah....seller nya cepet ngerespon nya, yg pasti remote nya keren & recomended banget..tks",Positive,Love
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i9,Jakarta Utara,56000,4.9,1186,422,5,Seller Positive. Mini wireless keyboard berfungsi dengan baik. Terima kasih,Positive,Happy
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,Jakarta Utara,56000,4.9,1186,422,5,Terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jd barang aman sampai d rmh tanpa ada kerusakan,Positive,Happy
Electronics,Ruizu X02 HiFi DAP MP3 Player 8GB,Jakarta Barat,294995,4.7,1137,546,5,keren banget barangnya. batrenya sumpah awet banget. volumenya juga gede dan ringan. cocok banget dibawa untuk lari atau work out. makasi min,Positive,Happy
Electronics,Ruizu X02 HiFi DAP MP3 Player 8GB,Jakarta Barat,294995,4.7,1137,546,5,barang sdh di terima dgn selamat dan barang nya muantaaap sekali.maju dan terus berkembang buat toko nya.,Positive,Happy
Electronics,Ruizu X02 HiFi DAP MP3 Player 8GB,Jakarta Barat,294995,4.7,1137,546,5,"Makasi gan barang dah sampai aman dan langsung dipakai, barangnya bagus, slalu memuaskan terus belanja disini",Positive,Happy
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,Kab Bekasi,450000,5.0,374,212,5,"Produk berfungsi dengan baik. Seller sangat komunikatif dan informatif. Dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! Pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari Jakarta ke Surabaya). Alatnya kecil dan praktis, tapi sangat fungsional. Nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat Netflix, NBA TV dan amazon prime. dapatnya lebih!). Tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. Dia makin oke semuanya kalau internet kita top juga.",Positive,Happy
